"target","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14"
10.3,1,7,1781,92,9,13.3,9999,9999,9999,200,1.18,34.9,32.8,3545
10.3,1,7,1781,110,9,12.5,581,9999,7.1,217,0.81,16.8,47.5,2443
10.3,1,7,1747,83,9,13.6,9999,9999,9999,190,1.7,35.6,32.5,3.256
10.3,1,7,1747,96,9,13.5,9999,9999,9999,201,996,30.2,32,3625
10.3,1,7,1588,80,9,13.8,9999,9999,9999,190,925,38.5,34.2,3215
10.3,1,7,1795,86,9,13.7,9999,9999,9999,185,0.548,21.7,61.3,1794
10.3,1,7,1588,80,9,13.8,9999,9999,9999,190,925,38.5,34.2,3215
10.3,1,7,1795,86,9,13.7,9999,9999,9999,185,0.548,21.7,61.3,1794
10.3,1,7,1493,84,9,11.9,9999,9999,9999,188,745,46.1,38.8,2.729
10.3,1,7,1793,82,9,13.6,9999,9999,9999,195,1.39,34.2,32.3,3264
10.3,1,7,2495,125,9,11.3,0.697,9999,9999,200,0.744,43.7,43,2.61
10.3,1,7,1581,74,9,14.8,643,9999,9999,186,1.38,34.5,32.6,3.274
10.4,2,8,2151,105,9,14.5,608,4.4,7,213,0.931,16,54.5,2173
10.4,3,8,2496,110,9,14,0.65,9999,7.1,212,1.47,15.4,50.6,2294
10.4,3,8,2496,110,9,15.2,657,9999,7.2,210,946,16.9,55.5,2.84
10.4,2,7,1895,87,9,14.8,574,9999,9999,206,1.94,31.6,34.2,3.4
10.4,2,7,1895,87,9,14.8,0.577,9999,7.2,206,1.9,31.7,34.3,3.4
10.4,2,7,1895,87,9,14,769,9999,9999,196,1.41,31.6,34.2,3.4
10.4,1,7,1985,113,9,11.6,9999,9999,9999,205,946,38.7,39.4,2.9
10.4,1,7,1985,113,9,11.6,9999,9999,9999,205,946,38.7,39.4,2.9
10.4,1,8,1910,77,9,16.2,9999,9999,9999,187,1.59,17.7,44.2,2416
10.4,1,8,1910,77,9,15.7,9999,9999,9999,185,1.55,17.6,43.8,2416
10.4,1,8,1910,77,9,15.2,9999,9999,9999,187,1227,12.3,38.1,2.8
10.4,1,7,1850,100,9,13.3,9999,9999,9999,205,1.18,38.6,33.6,3.357
10.4,1,7,1493,84,9,12.2,9999,9999,9999,192,0.761,46.1,38.8,2.729
10.4,1,7,1834,92,9,13,9999,9999,9999,200,1.42,30.9,34.9,3228
10.4,1,7,1834,92,9,13,9999,9999,9999,200,1.42,30.9,34.9,3228
10.4,1,7,1834,92,9,13.2,9999,9999,9999,200,1.42,30.9,34.9,3228
10.4,1,7,1834,92,9,13.6,9999,9999,9999,200,1.42,30.9,34.9,3228
10.4,3,7,2457,115,9,13.1,9999,9999,9999,200,0.91,35.2,39.2,2852
10.4,1,7,1834,90,11,13.3,9999,9999,9999,190,968,30.6,35.7,3.52
10.4,1,7,1834,90,11,13.3,9999,9999,9999,190,968,30.6,35.7,3.52
10.4,1,7,2351,110,11,12.9,0.916,9999,9999,190,1.32,26.8,33.5,3536
10.4,3,7,3378,131,10,13.1,9999,9999,9999,180,0.99,31.2,39.5,3.63
10.4,3,7,1998,94,10,13.5,9999,9999,9999,170,9999,9999,9999,3823
10.5,2,8,2148,105,9,14,9999,9999,9999,215,1.5,18.5,48.7,2.382
10.5,1,8,1896,85,9,15.1,629,9999,9999,200,1.5,17.7,47.6,2439
10.5,1,8,1896,81,9,14.7,639,9999,7.2,194,1.49,17.2,44.5,2.66
10.5,2,7,2198,106,9,15.1,685,9999,9999,210,1.11,30.1,35,3315
10.5,2,7,2498,125,9,13.6,685,9999,9999,223,958,37.4,38.8,3.51
10.5,1,7,1998,100,9,11.9,629,9999,9999,200,1.24,29.5,34.9,3.329
10.5,1,7,1998,100,9,12.2,629,9999,9999,200,0.864,38.3,41.3,2.8
10.5,1,7,1998,100,9,12.2,589,9999,9999,200,0.864,38.3,41.3,2.8
10.5,1,7,1598,78,9,13.2,552,9999,9999,203,1.52,30.7,32.2,3.329
10.5,1,8,1896,81,9,13.9,9999,9999,9999,193,1.59,17.1,45.6,2.4
10.5,1,7,1781,92,9,13.3,654,9999,9999,200,1.18,34.9,32.8,3545
10.5,1,7,1948,100,9,14.5,654,9999,9999,207,713,49.6,48.4,2.41
10.5,1,7,1834,92,9,14.1,9999,9999,9999,200,982,29.5,37,2.941
10.5,1,7,2435,103,9,14.4,9999,9999,9999,205,851,32.7,42.3,2.8
10.5,1,7,1598,88,9,13.8,9999,9999,9999,197,1.21,34.2,30.6,3.459
10.5,1,7,1598,88,9,14.1,639,9999,9999,200,1.14,35,31.3,3625
10.5,1,8,1910,77,9,16.5,639,9999,9999,188,1.6,17.8,44.3,2.558
10.5,1,7,1597,66,9,14.8,9999,9999,9999,185,0.952,31.7,35.3,2986
10.5,1,7,1997,100,9,13.4,9999,9999,9999,194,0.84,45.9,39.8,2878
10.5,2,8,2497,110,9,13.2,0.68,4.6,7.3,200,1.84,15.6,41.9,2.768
10.5,2,8,2497,110,9,13.5,0.68,4.4,7.1,200,0.933,18.5,48.7,2.382
10.5,3,7,2771,142,9,11.8,679,9999,7.6,227,775,31.6,48.8,2372
10.5,1,7,1796,85,9,14.1,645,9999,9999,195,1.35,28.3,34.9,3.329
10.5,1,7,1781,110,9,12.7,688,9999,7.3,211,779,16.8,47.5,2443
10.5,1,7,2324,110,9,12.6,0.678,9999,7.3,212,0.974,30.8,36.3,3.192
10.5,3,7,2324,110,9,13.4,0.678,9999,7,211,978,23.1,36,3217
10.5,1,7,1998,108,9,14.1,738,9999,9999,204,1.86,19.9,35.4,3233
10.5,1,7,1834,92,9,14.3,9999,9999,9999,200,982,29.5,37,2.941
10.5,1,7,1991,100,9,12.8,772,9999,9999,202,958,33.7,36.4,3.99
10.5,1,7,1998,103,9,13,588,9999,9999,205,983,39.1,35.9,3157
10.5,1,7,2792,128,11,13.2,884,9999,9999,199,978,33.1,35.1,3.268
10.5,1,7,1781,110,11,15,831,9999,9999,194,1.29,14.2,34.3,3.49
10.5,6,7,1973,108,10,12.8,9999,9999,9999,177,0.849,34.5,33.1,3.74
10.6,2,8,1951,100,9,14.9,629,9999,9999,206,1114,15.9,46.2,2.6
10.6,1,8,1896,81,9,15.9,633,9999,7.6,193,1.32,17.2,45.1,2576
10.6,1,7,1762,81,9,13.6,0.64,9999,9999,195,1.21,34,34.7,3138
10.6,1,7,1998,102,9,12.9,9999,9999,9999,196,9999,9999,9999,9999
10.6,1,8,1910,77,9,15.5,9999,9999,9999,185,1214,12.3,38.1,2.8
10.6,1,8,1994,74,9,16.6,9999,9999,9999,185,1.23,17.2,43.1,2556
10.6,1,8,1994,74,9,16.6,9999,9999,9999,185,1.23,17.2,43.1,2556
10.6,1,7,1850,100,9,13.9,9999,9999,9999,205,1.18,38.6,33.6,3.357
10.6,1,7,1998,94,9,13.5,532,9999,9999,200,0.931,42.8,39.8,2835
10.6,1,7,1998,94,9,13.7,532,9999,9999,200,0.931,42.8,39.8,2835
10.6,1,7,1793,81,9,13.7,9999,9999,9999,196,1.21,36.1,33.4,3264
10.6,1,7,2392,104,9,13.5,9999,9999,9999,200,0.686,48.5,50.2,2326
10.6,3,8,2496,110,9,14.4,653,9999,7.2,208,1.27,15.4,50.6,2294
10.6,2,7,1991,110,9,14.3,0.651,9999,9999,212,1.15,26.9,32.5,3.6
10.6,1,7,1991,85,9,15,772,9999,9999,192,0.82,36.2,39,2.97
10.6,3,7,2457,115,9,13.2,9999,9999,9999,195,884,35.3,39.4,3.81
10.6,1,7,2946,140,11,12,0.85,9999,9999,203,728,48.5,48.5,2496
10.6,1,7,2946,140,11,12.3,9999,9999,9999,206,0.739,48.5,48.5,2496
10.7,1,7,1598,75,9,13.9,713,5,7.4,180,1.3,34.7,34.2,3.88
10.7,2,8,2151,105,9,14.7,608,4.4,7.1,212,1.16,18.9,49.7,2.382
10.7,1,7,1781,110,9,13.2,613,9999,7.7,213,0.817,16.2,45.7,2531
10.7,1,8,2496,110,9,14.2,657,9999,7.3,212,927,17.4,57.2,2.23
10.7,1,7,1595,74,9,14.4,9999,9999,9999,188,1.84,27.4,31,3.421
10.7,1,7,1984,85,9,14.2,0.651,9999,7.2,193,996,21.7,35.9,2952
10.7,1,8,1896,85,9,15.8,624,9999,7.3,200,1.5,17.7,47.6,2439
10.7,1,7,2324,110,9,12.7,581,9999,7.7,217,0.714,32.8,50.6,2294
10.7,1,7,1762,81,9,13.8,0.68,9999,9999,195,1.21,34,34.7,3138
10.7,1,7,1998,84,9,12.8,627,9999,9999,195,792,48.4,45.6,2322
10.7,1,7,1581,76,9,15,9999,9999,9999,187,0.864,33.6,37.6,2924
10.7,1,7,2446,129,9,11.2,9999,9999,9999,210,0.729,44.9,47.2,2426
10.7,1,7,1995,105,9,13.4,0.61,9999,9999,202,912,38.8,36.9,3.26
10.7,3,7,1994,92,9,13.4,0.663,9999,9999,181,818,35.5,39.5,2852
10.7,3,7,1994,92,9,14.9,9999,9999,9999,194,995,29.4,34.8,3237
10.7,1,7,1793,85,9,14.4,9999,9999,9999,185,941,37,34.2,3264
10.7,2,7,2398,125,9,12.8,682,4.4,7.1,215,0.844,24.4,43.2,2.7
10.7,1,8,1896,85,9,15.5,653,9999,9999,196,1.29,17.7,47.6,2439
10.7,1,8,2496,110,9,14.7,679,9999,7.4,210,0.918,17.4,57.2,2.23
10.7,1,7,1796,85,9,13.8,645,9999,9999,198,0.11,37.4,35.5,3.69
10.7,1,7,2946,140,9,11.8,741,9999,9999,225,1.21,42.5,40.1,2.9
10.7,1,8,2461,103,9,15.5,669,9999,9999,200,1.32,14.9,37.9,2975
10.7,1,7,1581,76,9,15.8,9999,9999,9999,187,0.864,33.6,37.6,2924
10.7,1,7,2446,129,9,12,9999,9999,9999,210,0.729,44.9,47.2,2426
10.7,1,7,1747,96,9,14,9999,9999,9999,201,996,30.2,32,3625
10.7,1,7,1793,85,9,15,9999,9999,9999,185,941,37,34.2,3264
10.7,1,7,2295,107,11,15.4,884,9999,9999,192,1.38,18.9,33.6,3.49
10.7,1,7,2351,110,11,13.7,1004,9999,9999,190,0.98,28.5,38,3113
10.7,3,7,3497,149,10,13.8,1088,9999,9999,190,0.939,31.3,40.5,3522
10.7,3,7,1994,92,10,14.8,855,9999,9999,179,0.913,30.9,35,3576
10.8,1,7,1598,75,9,13.9,713,5,7.4,180,0.918,31.8,37.3,2826
10.8,1,7,1598,75,9,13.9,713,5,7.4,173,882,31.8,37.3,2826
10.8,2,7,1998,100,9,14.4,586,4.8,7.4,209,0.931,30.7,40.8,2.9
10.8,2,7,2398,125,9,12.2,608,4.9,7.5,222,968,24.6,38.9,3.46
10.8,1,7,1998,97,9,14.6,636,9999,9999,205,1.58,31.9,35.2,3.294
10.8,1,7,1948,103,9,12.6,9999,9999,9999,200,0.967,42.3,34.5,3162
10.8,1,8,1910,77,9,15.5,9999,9999,9999,185,1.26,13.3,45.1,2416
10.8,1,7,1499,66,9,13.4,9999,9999,9999,170,0.84,28.1,34.1,3.16
10.8,1,7,1997,98,9,12.7,9999,9999,9999,201,981,49.9,38.6,2.916
10.8,1,7,1975,102,9,11.8,693,9999,9999,187,0.788,52,39.5,2.726
10.8,1,8,2496,110,9,14,713,9999,9999,208,1.31,15.3,50.5,2294
10.8,1,7,1948,103,9,12.8,9999,9999,9999,200,0.967,42.3,34.5,3162
10.8,1,8,1910,77,9,16.2,9999,9999,9999,185,1.26,13.3,45.1,2416
10.8,1,8,2387,100,9,15.8,9999,9999,9999,200,1.89,17.1,45.9,2497
10.8,1,7,1998,94,9,13.9,589,9999,9999,195,0.98,42.8,39.8,2835
10.8,1,7,1975,102,9,12.2,0.744,9999,9999,188,0.729,56.6,43,2.57
10.8,1,7,1998,94,11,14.2,9999,9999,9999,180,966,35.2,34.5,3234
10.8,1,7,1998,94,11,14.2,9999,9999,9999,180,966,35.2,34.5,3234
10.9,3,8,1896,85,9,16.8,0.65,9999,9999,196,985,16.2,49.8,2333
10.9,3,7,2393,121,9,13.3,613,9999,7.9,214,753,30.7,47.4,2443
10.9,2,7,1991,110,9,12.7,594,9999,9999,218,0.817,32,45.2,2.6
10.9,2,7,1991,110,9,12.7,597,9999,8.9,216,0.87,32.1,45.4,2.6
10.9,1,7,1781,92,9,14,581,9999,7.3,206,1.54,26.2,33.7,3445
10.9,1,7,1998,84,9,13.5,617,9999,9999,191,0.96,43.3,39.1,2.712
10.9,1,7,1998,84,9,13.3,637,9999,9999,191,0.96,43.3,39.1,2.712
10.9,1,8,2172,85,9,16.1,9999,9999,9999,200,1.576,14.5,29.5,3.8
10.9,1,7,1242,59,9,15.8,9999,9999,9999,172,1.13,29.4,34,3.118
10.9,1,7,1242,63,9,14.4,9999,9999,9999,177,946,32.2,31.2,3.349
10.9,1,7,1997,108,9,12.5,9999,9999,9999,200,862,53.7,38.6,2.916
10.9,1,7,1998,98,9,12.6,9999,9999,9999,195,0.967,32.9,34.2,3264
10.9,1,7,1597,70,9,15,9999,9999,9999,180,0.92,34.9,35.6,2.979
10.9,1,7,1597,70,9,15,9999,9999,9999,180,0.92,34.9,35.6,2.979
10.9,2,8,2151,105,9,15.4,685,4.5,7.6,205,0.896,16,54.5,2173
10.9,2,7,1895,87,9,15.7,639,9999,7.5,202,1.69,31.7,34.3,3.4
10.9,2,8,1951,100,9,16,0.673,9999,9999,204,1.13,15.9,46.2,2.6
10.9,1,7,2324,110,9,13.1,645,9999,7.9,211,0.74,30.8,47.5,2443
10.9,1,8,1896,81,9,14.7,706,9999,7.4,190,1.54,16.9,45.1,2.4
10.9,1,8,1910,77,9,17.1,639,9999,9999,188,1.6,17.8,44.3,2.558
10.9,1,7,1998,98,9,13.2,9999,9999,9999,195,0.967,32.9,34.2,3264
10.9,3,7,3199,165,10,13.2,1.44,9999,9999,173,0.95,21.6,34.1,4.31
10.9,3,7,3199,165,10,13.1,1.53,9999,9999,173,0.95,21.6,34.1,4.31
10.9,5,7,4009,152,10,12.9,1316,9999,9999,196,9999,9999,9999,2798
10.9,3,7,3947,140,10,15,9999,9999,9999,182,736,46,52.1,2.584
10.9,3,7,2972,130,10,13.3,9999,9999,9999,175,0.994,33.5,35.2,4.46
10.9,5,7,2494,106,10,13.3,9999,9999,9999,165,0.729,27.7,36.5,3449
10.9,3,7,3378,131,10,13.1,9999,9999,9999,175,0.864,42.5,44,3238
10.9,3,7,3378,131,10,13.7,9999,9999,9999,180,0.99,31.2,39.5,3.63
10.9,1,7,2362,115,11,13.5,9999,9999,9999,185,843,33.5,39.2,3.21
10.9,1,7,2362,115,11,13.6,9999,9999,9999,185,843,33.5,39.2,3.21
10.9,1,7,2362,115,11,13.7,9999,9999,9999,185,0.822,34.4,40.2,3.21
11,2,7,1998,100,9,13,597,4.7,7.1,208,1.38,27.9,36.4,3175
11,2,7,1998,95,9,14.5,9999,9999,9999,210,992,30.1,39.9,2.96
11,1,7,1595,74,9,14.7,639,9999,7.3,188,1.45,30,32.1,3613
11,1,7,1595,74,9,14.7,639,9999,7.3,188,1.45,30,32.1,3613
11,1,7,1796,85,9,13.7,609,9999,9999,195,0.942,34.1,38.3,3.28
11,1,7,1796,85,9,13.9,629,9999,9999,195,0.942,34.1,38.3,3.28
11,1,7,1799,85,9,14.8,557,9999,9999,203,1.11,27.5,33.9,3.329
11,1,7,1998,100,9,13.6,557,9999,9999,212,0.944,37.2,40.1,2.8
11,1,7,1799,85,9,15,557,9999,9999,203,1.11,27.5,33.9,3.329
11,1,7,1998,100,9,13.9,557,9999,9999,212,0.944,37.2,40.1,2.8
11,1,7,1796,85,9,13.9,589,9999,9999,195,0.942,34.1,38.3,3.28
11,1,7,1984,85,9,14.6,633,9999,7.3,195,1.7,18.7,35,3313
11,1,7,1998,97,9,13.6,0.7,9999,9999,201,1.72,33.2,34.1,3.328
11,1,7,1985,96,9,13.5,9999,9999,9999,200,0.854,32.2,38.4,2937
11,1,7,1985,96,9,13.5,9999,9999,9999,200,0.854,32.2,38.4,2937
11,1,7,1985,113,9,11.6,9999,9999,9999,205,946,38.7,39.4,2.9
11,1,7,1985,147,9,9,9999,9999,9999,235,1.13,18.9,42.2,2673
11,1,7,1985,96,9,13.5,9999,9999,9999,200,0.854,32.2,38.4,2937
11,1,7,1731,85,9,14.9,9999,9999,9999,195,0.957,34.4,37,2.941
11,1,8,2461,103,9,15.3,9999,9999,9999,205,1.61,17.7,48.3,2451
11,1,7,1581,76,9,13.8,9999,9999,9999,184,0.984,32.3,32.5,3.256
11,1,7,1590,85,9,12.9,9999,9999,9999,192,0.9,38.6,33.9,3.129
11,1,7,2497,123,9,11.8,0.61,9999,9999,210,865,49.6,40.5,2926
11,3,7,1994,92,9,13.9,0.704,9999,9999,175,0.791,35.5,39.5,2852
11,1,7,1762,81,9,14.9,532,9999,9999,195,992,22.6,35.1,3.212
11,1,7,1762,81,9,15.1,532,9999,9999,195,992,22.6,35.1,3.212
11,1,7,1598,78,9,15.1,9999,9999,9999,185,774,31.3,41.2,2.643
11,1,7,1998,98,9,12.5,9999,9999,9999,190,1238,18.5,28.4,3832
11,1,7,1975,102,9,11.8,677,9999,9999,195,0.9,47.5,36.1,2.976
11,2,8,2151,92,9,15.1,0.683,4.5,7.5,195,982,16.6,47.3,2456
11,2,7,1998,100,9,15.4,0.71,5,8.1,198,882,30.7,40.8,2.9
11,1,7,1781,110,9,13.7,679,9999,7.9,211,0.81,16.2,45.7,2531
11,2,7,2198,106,9,15.7,726,9999,9999,202,1.68,30.1,35,3315
11,2,7,2498,125,9,13.9,726,9999,9999,212,0.911,37.4,38.8,3.51
11,1,7,1998,100,9,12.5,645,9999,9999,195,843,38.3,41.3,2.8
11,1,7,1731,85,9,15.3,9999,9999,9999,195,0.957,34.4,37,2.941
11,1,7,1598,88,9,14.5,639,9999,9999,200,988,38.6,32.1,3531
11,1,7,1598,78,9,15.9,9999,9999,9999,175,0.697,32.9,43.3,2517
11,1,7,1998,98,9,13.1,9999,9999,9999,180,1172,18.5,28.4,3832
11,1,7,2792,128,11,13.4,884,9999,9999,195,996,38.8,33.7,3.396
11,1,7,1997,100,11,13.8,0.916,9999,9999,185,0.921,34.5,33.5,3536
11.1,1,7,2771,128,9,11.3,0.702,9999,7.8,217,1.22,31.7,38.6,3
11.1,1,7,1984,85,9,14.8,0.656,9999,9999,196,1.75,21.4,35,3313
11.1,1,7,1998,97,9,13.1,695,9999,9999,196,1.66,34.9,33.4,3.3
11.1,1,7,1997,108,9,12.4,9999,9999,9999,197,825,51.4,39.8,2.916
11.1,1,7,2351,110,9,12.2,9999,9999,9999,205,0.952,34.3,39.2,2878
11.1,1,7,1597,66,9,16.4,9999,9999,9999,178,919,34.1,32.3,3375
11.1,3,8,1896,85,9,17.2,0.673,9999,9999,192,965,16.2,49.8,2333
11.1,3,8,2496,110,9,15.7,679,9999,7.5,208,937,16.9,55.5,2.84
11.1,1,8,1896,85,9,15.9,0.678,9999,7.5,195,885,17.8,55.1,2.18
11.1,1,8,1896,85,9,16,0.678,9999,7.5,195,885,17.8,55.1,2.18
11.1,1,7,1595,74,9,15,706,9999,7.6,186,1.73,27.4,31,3.421
11.1,1,7,1762,81,9,14.2,643,9999,9999,196,1.26,34,34.7,3138
11.1,3,7,1994,92,9,15.3,9999,9999,9999,188,0.964,29.4,34.8,3237
11.2,1,8,1896,81,9,15.3,9999,9999,9999,193,1.32,17.2,45.1,2576
11.2,1,8,1896,81,9,15.7,654,9999,9999,193,1.32,17.2,45.1,2576
11.2,1,7,1998,108,9,13.8,639,9999,9999,208,976,28.9,40.2,2.851
11.2,1,7,1762,81,9,13.8,0.71,9999,9999,192,0.94,35.4,38.6,2821
11.2,1,7,1598,79,9,15.8,9999,9999,9999,182,9999,9999,9999,9999
11.2,1,7,1598,79,9,15.8,9999,9999,9999,182,9999,9999,9999,9999
11.2,1,7,1370,76,9,14.9,9999,9999,9999,185,985,32.2,29.8,3553
11.2,1,7,1396,76,9,14.5,9999,9999,9999,185,0.942,36.8,32.7,3363
11.2,1,7,1396,76,9,14.5,9999,9999,9999,185,0.942,36.8,32.7,3363
11.2,1,7,1590,84,9,12.3,9999,9999,9999,170,431,55.2,60.7,1746
11.2,1,7,1590,71,9,12.8,9999,9999,9999,175,853,23.6,34.2,3.88
11.2,1,7,1590,71,9,13.5,9999,9999,9999,175,853,23.6,34.2,3.88
11.2,2,7,1988,114,9,12,9999,9999,9999,205,855,45.9,38.7,2.993
11.2,2,7,1988,114,9,12,9999,9999,9999,205,0.864,45.5,38.3,2.993
11.2,1,7,1600,85,9,13.7,693,9999,9999,193,0.957,24.1,33.1,3.226
11.2,2,8,2151,105,9,15.7,685,4.3,7.2,202,968,18.9,49.7,2.382
11.2,3,7,2393,121,9,13.7,657,9999,8.2,212,746,30.7,47.4,2443
11.2,1,7,1596,74,9,15.6,675,9999,9999,185,0.859,37.1,35.9,3.37
11.2,1,7,1597,66,9,15.8,9999,9999,9999,181,0.891,30.7,33.8,3153
11.2,1,7,1769,83,9,15.8,588,9999,9999,191,0.949,22.8,35.9,3157
11.2,1,7,1762,81,9,15.3,589,9999,9999,190,0.967,22.6,35.1,3.212
11.2,1,7,1600,85,9,14.2,0.744,9999,9999,188,932,24.1,33.1,3.226
11.2,1,7,1590,77,10,15.3,9999,9999,9999,165,0.881,25.5,30.2,3969
11.2,1,7,2362,115,11,13.8,9999,9999,9999,180,0.81,41.1,39.7,2.982
11.2,1,7,2362,115,11,13.9,9999,9999,9999,180,0.81,41.1,39.7,2.982
11.2,1,7,2362,115,11,13.9,9999,9999,9999,180,0.79,42.1,40.7,2.982
11.2,1,7,3350,137,11,12.9,9999,9999,9999,177,662,49.3,51.4,2.33
11.3,1,7,1595,74,9,16.2,609,9999,8.2,190,1.5,27.7,32.3,3595
11.3,1,7,1781,92,9,14.8,613,9999,7.5,203,1.42,26.1,33.6,3445
11.3,1,7,1781,92,9,12.9,639,9999,7.9,197,1,37.7,32.8,3.538
11.3,1,8,1896,81,9,15.1,0.651,9999,7.6,190,1.15,16.9,45.1,2.4
11.3,3,7,1781,92,9,15,602,9999,7.3,202,1.8,23.6,32.3,3.599
11.3,1,8,1896,81,9,16.2,581,9999,9999,196,0.957,18.3,49.4,2352
11.3,1,7,1581,76,9,16.4,9999,9999,9999,185,1.29,31.1,31.3,3.712
11.3,1,8,1910,77,9,17,9999,9999,9999,185,1.19,18.2,45.4,2.558
11.3,1,7,1850,100,9,13.6,9999,9999,9999,195,841,53.7,38.6,2.916
11.3,1,7,1995,103,9,13.7,9999,9999,9999,203,0.952,32.2,33.3,3554
11.3,1,7,1597,70,9,14.8,9999,9999,9999,180,0.92,34.9,35.6,2.979
11.3,2,8,2151,92,9,15.4,0.683,4.5,7.4,192,1.3,17.3,45.6,2548
11.3,2,7,1998,100,9,13.5,0.68,4.9,7.3,200,0.994,30.3,36.6,3175
11.3,1,7,1596,74,9,15.1,645,9999,9999,185,0.869,30,35.5,3.69
11.3,1,8,1896,81,9,16.4,0.678,9999,7.9,193,1.32,17.2,45.1,2576
11.3,1,8,1896,81,9,16.5,0.678,9999,7.9,193,1.32,17.2,45.1,2576
11.3,1,7,1590,85,9,13.5,9999,9999,9999,188,0.969,38.8,30.8,3.441
11.3,3,7,3199,165,10,13.8,1.53,9999,9999,173,0.95,21.6,34.1,4.31
11.3,3,7,1834,88,10,14.8,9999,9999,9999,163,0.88,31.9,35.3,3.559
11.3,5,7,3494,158,10,12.3,9999,9999,9999,180,823,24.2,40.5,3388
11.4,1,7,2598,110,9,13,0.702,9999,8.2,207,1.46,34.4,36,3185
11.4,1,7,1595,74,9,15.5,9999,9999,9999,188,1.41,30.1,32.2,3613
11.4,1,7,2435,103,9,14.6,9999,9999,9999,200,0.75,37.5,46.8,2.5
11.4,1,7,1242,59,9,15.6,9999,9999,9999,172,987,32,34.8,3.84
11.4,1,7,1242,59,9,15.8,9999,9999,9999,172,987,32,34.8,3.84
11.4,1,7,1590,77,9,13.6,9999,9999,9999,187,835,42.1,36.1,2932
11.4,1,8,1995,81,9,15.4,532,9999,9999,195,1181,17.1,41.3,2.731
11.4,1,8,1995,81,9,15.6,532,9999,9999,195,1181,17.1,41.3,2.731
11.4,2,7,2398,125,9,13,682,5,7.9,212,925,24.6,38.9,3.46
11.4,2,7,1991,110,9,13.3,659,9999,8.2,211,937,27,38.2,3.42
11.4,1,7,1796,85,9,15.4,0.697,9999,9999,190,0.859,32.4,38.5,2.9
11.4,1,7,1984,85,9,15.1,0.678,9999,7.6,195,1.66,21.4,35.2,3.31
11.4,1,7,1984,85,9,15.2,0.678,9999,7.6,195,1.7,18.7,35,3313
11.4,1,7,1998,97,9,14.1,0.704,9999,9999,198,1.56,33.2,34.1,3.328
11.4,3,8,2688,120,10,17,1061,4.7,7.7,183,0.921,19.7,47.3,2875
11.4,1,7,1840,84,11,15.7,772,9999,9999,180,883,31,34,3.26
11.5,2,7,1998,100,9,13.4,597,5.1,7.7,205,925,31.5,40.3,2872
11.5,1,7,1781,92,9,14.9,0.702,9999,7.6,195,998,31.9,33.7,3445
11.5,2,7,1991,110,9,13.6,608,9999,9999,210,0.81,31,43.9,2694
11.5,1,7,1598,74,9,15.2,589,9999,9999,188,898,30,34.9,3.329
11.5,2,7,2198,106,9,15.3,685,9999,9999,206,1.2,38.5,38.1,3.51
11.5,1,7,1598,74,9,14.9,609,9999,9999,188,898,30,34.9,3.329
11.5,1,7,1598,74,9,15.2,629,9999,9999,188,1.4,26.8,31.2,3.7
11.5,1,7,1389,66,9,15.1,552,9999,9999,190,988,30.6,32,3.329
11.5,1,7,1595,74,9,15.6,654,9999,9999,188,1.41,30.1,32.2,3613
11.5,1,8,1896,81,9,16,0.656,9999,9999,192,1.53,17,43.9,2.6
11.5,1,7,1390,74,9,14.5,0.683,9999,9999,185,1.7,34.8,30.6,3.459
11.5,1,8,1896,74,9,15.6,643,9999,9999,183,955,16.9,47.9,2.212
11.5,1,7,1598,66,9,16.3,617,9999,9999,184,1.6,32.8,34.7,3.74
11.5,1,7,1598,66,9,16.7,563,9999,9999,187,1.79,29.6,34.7,3.77
11.5,1,7,1598,66,9,16.7,563,9999,9999,187,1.79,29.6,34.7,3.77
11.5,1,7,1598,66,9,15.3,627,9999,9999,187,1133,28.1,33,3233
11.5,1,7,1598,66,9,16,637,9999,9999,184,1.94,32.8,33.6,3.171
11.5,1,7,1598,66,9,16,637,9999,9999,184,1.94,32.8,33.6,3.171
11.5,1,7,1598,79,9,15.6,621,9999,9999,195,0.93,30.2,36.5,3.183
11.5,1,8,2461,103,9,15.5,9999,9999,9999,200,1.6,24.3,47.2,2.59
11.5,1,7,1370,76,9,15.3,9999,9999,9999,187,996,32.2,29.8,3553
11.5,1,7,1581,76,9,14.3,9999,9999,9999,180,955,32.6,32.8,3.256
11.5,1,8,1998,74,9,17.1,0.658,9999,9999,185,1.7,17.2,45.9,2455
11.5,1,8,1998,74,9,17.4,0.658,9999,9999,185,1.7,17.2,45.9,2455
11.5,1,7,1796,85,9,14.4,645,9999,9999,190,0.918,34.1,38.3,3.28
11.5,3,7,1781,92,9,15.5,667,9999,7.5,196,1.48,23.6,32.3,3.599
11.5,1,8,1896,81,9,16.8,645,9999,7.5,190,0.928,18.3,49.4,2352
11.5,3,8,1896,85,9,17.2,0.678,9999,7.4,192,971,14.9,49.4,2.348
11.5,1,7,1997,99,9,14.1,728,9999,9999,201,0.954,33.1,35.1,3.36
11.5,1,7,1997,99,9,14.1,728,9999,9999,201,0.954,33.1,35.1,3.36
11.5,1,7,2351,110,9,12.6,9999,9999,9999,195,0.844,36.8,42,2.684
11.5,3,8,3200,121,10,15.9,1088,9999,9999,170,9999,9999,9999,3.1
