"target","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15"
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
66,2,1905,4,3,1.6,22,196,12.93,6,12,1,21,27,33,2
55,2,1910,4,3,1.12,21,147,9.67,6,12,1,21,27,33,2
55,2,1910,4,3,1.12,21,147,9.67,6,12,1,21,27,33,2
59,2,1910,4,3,1.12,18,196,12.9,6,12,1,21,27,33,2
59,2,1910,4,3,1.12,18,196,12.9,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,255,16.78,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,255,16.78,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,255,16.78,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,200,13.16,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,200,13.16,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,200,13.16,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,255,16.78,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,255,16.78,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,200,13.16,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,255,16.78,6,12,1,21,27,33,2
77,2,1910,4,3,1.12,18,200,13.16,6,12,1,21,27,33,2
66,2,1929,4,3,1.9,19,186,12.12,6,12,1,21,27,33,2
100,1,1948,4,3,1.84,11,182,11.74,6,12,2,21,27,33,4
100,1,1948,4,3,1.84,11,182,11.74,6,12,2,21,27,33,4
102,1,1948,4,3,1.84,11,182,11.74,6,12,2,21,27,33,4
102,1,1948,4,3,1.84,11,182,11.74,6,12,2,21,27,33,4
103,1,1948,4,3,1.84,11,183,11.81,6,12,2,21,27,33,4
103,1,1948,4,3,1.84,11,183,11.81,6,12,2,21,27,33,4
103,1,1948,4,3,1.84,11,183,11.81,6,12,2,21,27,33,4
103,1,1948,4,3,1.84,11,183,11.81,6,12,2,21,27,33,4
118,1,1948,4,3,1.84,9,230,14.84,6,12,2,21,27,33,4
118,1,1948,4,3,1.84,9,230,14.84,6,12,2,21,27,33,4
118,1,1948,4,3,1.84,9,230,14.84,6,12,2,21,27,33,4
118,1,1948,4,3,1.84,9,230,14.84,6,12,2,21,27,33,4
85,2,1951,4,3,1.48,9999,260,16.75,6,0,2,19,27,33,4
85,2,1951,4,3,1.48,9999,260,16.75,6,0,2,19,27,33,4
100,2,1951,4,3,1.48,19,280,18.03,6,11,2,20,27,33,4
100,2,1951,4,3,1.48,19,280,18.03,6,11,2,20,27,33,4
100,2,1951,4,3,1.48,19,280,18.03,6,11,2,20,27,33,4
100,2,1951,4,3,1.48,19,280,18.03,6,11,2,20,27,33,4
100,2,1951,4,3,1.48,19,280,18.03,6,11,2,20,27,33,4
62,1,1968,4,3,1179,9,159,10.15,6,12,1,21,27,33,2
62,1,1968,4,3,1179,9,159,10.15,6,12,1,21,27,33,2
114,1,1969,4,3,1.96,10,186,11.87,6,12,2,21,28,33,4
114,1,1969,4,3,1.96,10,186,11.87,6,12,2,21,28,33,4
114,1,1969,4,3,1.96,10,187,11.93,6,12,2,21,28,33,4
114,1,1969,4,3,1.96,10,187,11.93,6,12,2,21,28,33,4
114,1,1969,4,3,1.96,10,186,11.87,6,12,2,21,28,33,4
114,1,1969,4,3,1.96,10,186,11.87,6,12,2,21,28,33,4
114,1,1969,4,3,1.96,10,187,11.93,6,12,2,21,28,33,4
114,1,1969,4,3,1.96,10,187,11.93,6,12,2,21,28,33,4
114,1,1969,4,3,1.96,10,187,11.93,6,12,2,21,28,33,4
108,1,1973,4,3,1.6,10,182,11.59,6,12,2,22,27,33,4
108,1,1973,4,3,1.6,10,182,11.59,6,12,2,22,27,33,4
55,2,1974,4,3,1.41,22,132,8.4,6,12,1,21,27,33,2
102,1,1975,4,3,1.14,10,182,11.58,6,13,2,21,27,33,4
102,1,1975,4,3,1.14,10,182,11.58,6,13,2,21,27,33,4
102,1,1975,4,3,1.14,10,182,11.58,6,13,2,21,27,33,4
102,1,1975,4,3,1.14,10,182,11.58,6,13,2,21,27,33,4
102,1,1975,4,3,1.14,10,182,11.58,6,13,2,21,27,33,4
102,1,1975,4,3,1.14,10,182,11.58,6,13,2,21,27,33,4
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,166,10.51,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,166,10.51,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
85,1,1984,4,3,1125,10,170,10.77,6,12,1,21,27,33,2
96,1,1985,4,3,867,10,177,11.21,6,9,2,21,27,33,4
96,1,1985,4,3,867,10,177,11.21,6,9,2,21,27,33,4
96,1,1985,4,3,867,10,177,11.21,6,9,2,21,27,33,4
96,1,1985,4,3,867,10,177,11.21,6,9,2,21,27,33,4
96,1,1985,4,3,867,10,177,11.21,6,9,2,21,27,33,4
96,1,1985,4,3,867,10,177,11.21,6,9,2,21,27,33,4
110,1,1985,4,3,867,9,240,15.19,6,9,2,21,27,33,4
110,1,1985,4,3,867,9,240,15.19,6,9,2,21,27,33,4
110,1,1985,4,3,867,9,240,15.19,6,9,2,21,27,33,4
110,1,1985,4,3,867,9,240,15.19,6,9,2,21,27,33,4
113,1,1985,4,3,867,9,219,13.86,6,9,2,21,27,33,4
113,1,1985,4,3,867,9,219,13.86,6,9,2,21,27,33,4
113,1,1985,4,3,867,9,219,13.86,6,9,2,21,27,33,4
113,1,1985,4,3,867,9,219,13.86,6,9,2,21,27,33,4
113,1,1985,4,3,867,9,219,13.86,6,9,2,21,27,33,4
113,1,1985,4,3,867,9,219,13.86,6,9,2,21,27,33,4
136,1,1985,4,3,867,9,263,16.65,6,9,2,21,27,33,4
136,1,1985,4,3,867,9,230,14.56,6,9,2,21,27,33,4
136,1,1985,4,3,867,9,263,16.65,6,9,2,21,27,33,4
136,1,1985,4,3,867,9,230,14.56,6,9,2,21,27,33,4
136,1,1985,4,3,867,9,263,16.65,6,9,2,21,27,33,4
136,1,1985,4,3,867,9,230,14.56,6,9,2,21,27,33,4
147,1,1985,4,3,867,9,283,17.92,6,9,2,21,27,33,4
147,1,1985,4,3,867,9,283,17.92,6,9,2,21,27,33,4
147,1,1985,4,3,867,9,283,17.92,6,9,2,21,27,33,4
96,1,1988,4,3,1.38,10,178,11.25,6,12,2,21,27,33,4
96,1,1988,4,3,1.38,10,178,11.25,6,12,2,21,27,33,4
96,1,1988,4,3,1.38,10,178,11.25,6,12,2,21,27,33,4
96,1,1988,4,3,1.38,10,178,11.25,6,12,2,21,27,33,4
114,1,1988,6,3,1,10,195,12.33,6,14,2,21,29,33,4
114,1,1988,6,3,1,10,195,12.33,6,14,2,21,29,33,4
114,1,1988,6,3,1,10,195,12.33,6,14,2,21,29,33,4
114,1,1988,6,3,1,10,195,12.33,6,14,2,21,29,33,4
85,1,1991,4,3,1.18,10,170,10.73,6,12,2,21,27,33,4
85,1,1991,4,3,1.18,10,170,10.73,6,12,2,21,27,33,4
85,1,1991,4,3,1.18,10,170,10.73,6,12,2,21,27,33,4
85,1,1991,4,3,1.18,10,170,10.73,6,12,2,21,27,33,4
85,1,1991,4,3,1.18,10,170,10.73,6,12,2,21,27,33,4
85,1,1991,4,3,1.18,10,170,10.73,6,12,2,21,27,33,4
90,1,1991,4,3,1.18,10,175,11.05,6,12,2,21,27,33,4
100,1,1991,4,3,1.18,10,178,11.23,6,12,2,21,27,33,4
100,1,1991,4,3,1.18,10,178,11.23,6,12,2,21,27,33,4
100,1,1991,4,3,1.18,10,178,11.23,6,12,2,21,27,33,4
100,1,1991,4,3,1.18,10,178,11.23,6,12,2,21,27,33,4
100,1,1991,4,3,1.18,10,178,11.23,6,12,2,21,27,33,4
100,1,1991,4,3,1.18,10,178,11.23,6,12,2,21,27,33,4
110,1,1991,6,3,825,11,190,11.99,6,15,2,21,29,35,4
110,1,1991,6,3,825,11,190,11.99,6,15,2,21,29,35,4
110,1,1991,6,3,825,11,190,11.99,6,15,2,21,29,35,4
110,1,1991,6,3,825,11,190,11.99,6,15,2,21,29,35,4
110,1,1991,6,3,825,11,190,11.99,6,9,2,21,29,35,4
110,1,1991,6,3,825,11,190,11.99,6,9,2,21,29,35,4
110,1,1991,6,3,825,11,190,11.99,6,9,2,21,28,34,4
110,1,1991,6,3,825,11,190,11.99,6,9,2,21,28,34,4
110,1,1991,6,4,9999,9999,185,11.68,6,12,4,21,27,33,4
110,1,1991,6,4,9999,9999,185,11.68,6,12,4,21,27,33,4
110,1,1991,6,3,825,11,190,11.99,6,15,2,21,29,35,4
110,1,1991,6,3,825,11,190,11.99,6,15,2,21,29,35,4
110,1,1991,6,3,825,11,190,11.99,6,9,2,21,28,34,4
110,1,1991,6,3,825,11,190,11.99,6,9,2,21,28,34,4
72,2,1994,4,3,1.52,20,210,13.23,6,12,1,21,0,0,2
74,2,1994,4,3,1.52,20,240,15.13,6,12,1,21,27,33,2
74,2,1994,4,3,1.52,20,240,15.13,6,12,1,21,27,33,2
74,2,1994,4,3,1.52,20,240,15.13,6,12,1,21,27,33,2
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
92,1,1994,4,5,815,10,184,11.6,6,12,2,25,27,33,4
125,1,1994,4,5,815,9,240,15.13,6,12,2,25,27,33,4
125,1,1994,4,5,815,9,240,15.13,6,12,2,25,27,33,4
160,1,1994,4,5,815,8,290,18.28,6,12,4,21,27,33,4
160,1,1994,4,5,815,8,290,18.28,6,12,4,21,27,33,4
60,2,1995,4,3,1.71,19,185,11.65,6,9,1,24,27,33,4
60,2,1995,4,3,1.71,19,185,11.65,6,9,1,24,27,33,4
60,2,1995,4,3,1.71,19,185,11.65,6,9,1,24,27,33,4
60,2,1995,4,3,1.71,19,185,11.65,6,9,1,24,27,33,4
60,2,1995,4,3,1.71,19,185,11.65,6,9,1,24,27,33,4
60,2,1995,4,3,1.71,19,185,11.65,6,15,1,21,27,33,4
60,2,1995,4,3,1.71,19,185,11.65,6,15,1,21,27,33,4
60,2,1995,4,3,1.71,19,185,11.65,6,9,1,24,27,33,4
60,2,1995,4,3,1.71,19,185,11.65,6,9,1,24,27,33,4
74,2,1995,4,3,1.71,19,205,12.91,6,12,1,22,27,33,4
74,2,1995,4,3,1.71,19,230,14.49,6,15,1,21,27,33,4
74,2,1995,4,3,1.71,19,230,14.49,6,15,1,21,27,33,4
74,2,1995,4,3,1.71,19,230,14.49,6,15,1,21,27,33,4
74,2,1995,4,3,1.71,19,205,12.91,6,15,1,21,27,33,4
74,2,1995,4,3,1.71,19,205,12.91,6,15,1,21,27,33,4
74,2,1995,4,3,1.71,19,205,12.91,6,12,1,22,27,33,4
74,2,1995,4,3,1.71,19,230,14.49,6,15,1,21,27,33,4
81,2,1995,4,3,1.144,19,250,15.75,6,12,2,21,27,33,4
81,2,1995,4,3,1.144,19,250,15.75,6,12,2,21,27,33,4
81,2,1995,4,3,1.144,19,250,15.75,6,12,2,21,27,33,4
94,1,1995,4,3,1.71,9,174,10.96,6,15,2,21,27,33,4
94,1,1995,4,3,1.71,9,174,10.96,6,15,2,21,27,33,4
94,1,1995,4,3,1.71,9,174,10.96,6,15,2,21,27,33,4
94,1,1995,4,3,1.71,9,174,10.96,6,15,2,21,27,33,4
103,1,1995,6,4,965,10,179,11.28,6,11,4,21,27,33,4
103,1,1995,6,4,965,10,179,11.28,6,11,4,21,27,33,4
105,1,1995,6,4,892,10,176,11.09,6,14,4,21,27,33,4
98,1,1996,4,3,0.949,10,179,11.27,6,12,1,19,27,33,4
66,2,1997,4,3,1.35,18,205,12.9,6,12,1,20,27,33,2
66,2,1997,4,3,1.35,18,205,12.9,6,12,1,20,27,33,2
66,2,1997,4,3,1.35,18,205,12.9,6,12,1,20,27,33,2
80,2,1997,4,3,1.35,18,250,15.73,8,12,1,20,27,33,2
80,2,1997,4,3,1.35,18,250,15.73,8,12,1,20,27,33,2
80,2,1997,4,3,1.35,18,250,15.73,8,12,1,20,27,33,2
80,2,1997,4,3,1.35,18,250,15.73,8,12,1,20,27,33,2
80,2,1997,4,3,1.35,18,250,15.73,8,12,1,20,27,33,2
80,2,1997,4,3,1.35,18,250,15.73,6,12,1,21,27,33,2
80,2,1997,4,3,1.35,18,250,15.73,6,12,1,21,27,33,2
80,2,1997,4,3,1.35,18,250,15.73,6,12,1,21,27,33,2
80,2,1997,4,3,1.35,18,250,15.73,6,12,1,21,27,33,2
83,1,1997,4,3,1.35,10,165,10.38,6,12,1,25,27,33,4
98,1,1997,4,3,1.35,10,179,11.26,6,12,1,25,27,33,4
98,1,1997,4,3,1.35,10,179,11.26,6,12,1,25,27,33,4
99,1,1997,4,3,1.35,11,190,11.96,6,12,2,21,27,33,4
99,1,1997,4,3,1.35,11,190,11.96,6,12,2,21,27,33,4
99,1,1997,4,3,1.35,11,190,11.96,6,12,2,21,27,33,4
100,1,1997,4,3,1.35,10,178,11.2,6,12,1,19,27,33,4
100,1,1997,4,3,1.35,10,178,11.2,6,12,1,19,27,33,4
100,1,1997,4,3,1.35,10,180,11.33,6,12,2,20,27,33,4
100,1,1997,4,3,1.35,10,180,11.33,6,12,2,20,27,33,4
100,1,1997,4,3,1.35,10,178,11.2,6,12,1,19,27,33,4
100,1,1997,4,3,1.35,10,178,11.2,6,12,1,19,27,33,4
100,1,1997,4,3,1.35,10,183,11.52,6,12,2,20,27,33,4
100,1,1997,4,3,1.35,10,183,11.52,6,12,2,20,27,33,4
100,1,1997,4,3,1.35,10,178,11.2,6,12,1,19,27,33,4
100,1,1997,4,3,1.35,10,178,11.2,6,12,1,19,27,33,4
102,1,1997,4,3,1.35,9,178,11.2,6,12,2,22,27,33,4
102,1,1997,4,3,1.35,9,178,11.2,6,12,2,22,27,33,4
102,1,1997,4,3,1.35,9,178,11.2,6,12,2,22,27,33,4
102,1,1997,4,3,1.35,9,180,11.33,6,12,2,25,27,33,4
102,1,1997,4,3,1.35,9,180,11.33,6,12,2,25,27,33,4
104,1,1997,4,3,1.35,10,179,11.26,6,12,2,22,27,33,4
108,1,1997,4,3,1.35,10,184,11.58,6,12,1,25,32,33,4
108,1,1997,4,3,1.35,10,184,11.58,6,12,1,25,32,33,4
108,1,1997,4,3,1.35,10,184,11.58,6,12,1,25,32,33,4
108,1,1997,4,3,1.35,10,184,11.58,6,12,1,25,32,33,4
110,1,1997,6,4,828,11,185,11.64,6,12,4,21,27,33,4
110,1,1997,6,4,828,11,185,11.64,6,12,4,21,27,33,4
148,1,1997,6,4,828,8,271,17.05,6,12,2,26,27,33,2
177,1,1997,4,3,966,11,208,13.09,6,17,2,19,32,37,4
61,2,1998,4,3,1,21,195,12.26,6,12,1,21,27,33,2
61,2,1998,4,3,1,21,195,12.26,6,12,1,21,27,33,2
64,2,1998,4,3,1,21,216,13.59,6,12,1,21,27,33,2
64,2,1998,4,3,1,21,216,13.59,6,12,1,21,27,33,2
66,2,1998,4,3,1,19,220,13.84,6,12,1,25,27,33,4
66,2,1998,4,3,1,19,220,13.84,6,12,1,25,27,33,4
66,2,1998,4,3,1,19,220,13.84,6,12,1,25,27,33,4
74,2,1998,4,3,1,19,220,13.84,6,12,1,25,27,33,4
74,2,1998,4,3,1,19,220,13.84,6,12,1,25,27,33,4
74,2,1998,4,3,1,19,220,13.84,6,12,1,25,27,33,4
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
84,1,1998,4,3,1125,10,168,10.57,6,12,1,21,27,33,2
85,1,1998,4,3,1,10,170,10.69,6,9,2,21,27,33,2
89,1,1998,4,3,1,10,170,10.69,6,12,1,21,27,33,2
89,1,1998,4,3,1,10,170,10.69,6,12,1,21,27,33,2
89,1,1998,4,3,1,10,170,10.69,6,12,1,21,27,33,2
93,1,1998,4,3,1,10,169,10.63,6,9,2,22,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,12,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,12,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,12,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,12,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,12,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,12,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,12,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,12,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,12,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,14,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,14,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,14,2,21,27,33,4
94,1,1998,4,3,1,10,178,11.2,6,14,2,21,27,33,4
94,1,1998,4,3,1,9,175,11.01,6,12,2,21,27,33,4
94,1,1998,4,3,1,9,175,11.01,6,12,2,21,27,33,4
94,1,1998,4,3,1,9,175,11.01,6,12,2,21,27,33,4
94,1,1998,4,3,1,9,175,11.01,6,12,2,21,27,33,4
94,1,1998,4,3,1,9,175,11.01,6,12,2,21,27,33,4
94,1,1998,4,3,1,9,175,11.01,6,12,2,21,27,33,4
94,1,1998,4,3,875,10,179,11.26,6,11,2,21,28,33,4
95,1,1998,4,3,875,11,190,11.95,6,11,2,21,28,33,4
95,1,1998,4,3,875,11,190,11.95,6,11,2,21,28,33,4
97,1,1998,4,3,1,10,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,10,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,10,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,10,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,11,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,10,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,10,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,10,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,10,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,10,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,10,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,11,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,11,180,11.32,6,12,2,21,27,33,4
97,1,1998,4,3,1,11,180,11.32,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,185,11.64,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,185,11.64,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,185,11.64,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,185,11.64,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,184,11.57,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,184,11.57,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,171,10.76,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,171,10.76,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,184,11.57,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,184,11.57,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,171,10.76,6,12,2,21,27,33,4
98,1,1998,4,3,1,10,171,10.76,6,12,2,21,27,33,4
100,1,1998,4,3,875,10,190,11.95,6,11,2,21,28,33,4
100,1,1998,4,3,875,10,190,11.95,6,11,2,21,28,33,4
100,1,1998,4,3,875,10,190,11.95,6,11,2,21,28,33,4
100,1,1998,4,3,875,10,190,11.95,6,11,2,21,28,33,4
100,1,1998,4,3,875,10,190,11.95,6,11,2,21,28,33,4
100,1,1998,4,3,875,10,190,11.95,6,11,2,21,28,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,875,10,190,11.95,6,11,2,21,28,33,4
100,1,1998,4,3,875,10,190,11.95,6,11,2,21,28,33,4
100,1,1998,4,3,875,10,190,11.95,6,11,2,21,28,33,4
100,1,1998,4,3,875,10,190,11.95,6,11,2,21,28,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
100,1,1998,4,3,1,11,188,11.82,6,12,2,21,27,33,4
102,1,1998,4,3,1125,10,188,11.82,6,12,2,19,28,33,4
102,1,1998,4,3,1125,10,188,11.82,6,12,2,19,28,33,4
103,1,1998,4,3,1,10,181,11.38,6,9,2,20,27,33,4
103,1,1998,4,3,1,10,181,11.38,6,9,2,20,27,33,4
103,1,1998,4,3,1,10,181,11.38,6,9,2,20,27,33,4
103,1,1998,4,3,1125,10,188,11.82,6,12,2,19,28,33,4
103,1,1998,4,3,1125,10,188,11.82,6,12,2,19,28,33,4
108,1,1998,4,3,1,8,235,14.78,6,12,1,21,27,33,2
108,1,1998,4,3,1,8,235,14.78,6,12,1,21,27,33,2
108,1,1998,4,3,1125,10,185,11.64,6,12,2,21,27,33,4
108,1,1998,4,3,1125,10,185,11.64,6,12,2,21,27,33,4
108,1,1998,4,3,1125,10,185,11.64,6,12,2,21,27,33,4
108,1,1998,4,3,1125,10,185,11.64,6,12,2,21,27,33,4
108,1,1998,4,3,1,8,235,14.78,6,12,1,21,27,33,2
108,1,1998,4,3,1,8,235,14.78,6,12,1,21,27,33,2
108,1,1998,4,3,1,8,235,14.78,6,12,1,21,27,33,2
108,1,1998,4,3,1,8,235,14.78,6,12,1,21,27,33,2
108,1,1998,4,3,1,8,235,14.78,6,12,1,21,27,33,2
108,1,1998,4,3,1,8,235,14.78,6,12,1,21,27,33,2
113,1,1998,5,3,0.923,10,186,11.7,6,12,2,21,28,33,4
113,1,1998,5,3,0.923,11,186,11.7,6,12,2,21,28,33,4
113,1,1998,5,3,0.923,11,186,11.7,6,12,2,21,28,33,4
113,1,1998,5,3,0.923,11,186,11.7,6,12,2,21,28,33,4
113,1,1998,5,3,0.923,11,186,11.7,6,12,2,21,28,33,4
113,1,1998,5,3,0.923,11,186,11.7,6,12,2,21,28,33,4
113,1,1998,5,3,0.923,11,186,11.7,6,12,2,21,28,33,4
113,1,1998,5,3,0.923,11,186,11.7,6,12,2,21,28,33,4
114,1,1998,5,3,0.923,10,186,11.7,6,12,2,21,28,33,4
114,1,1998,5,3,0.923,10,186,11.7,6,12,2,21,28,33,4
114,1,1998,5,3,0.923,10,186,11.7,6,12,2,21,28,33,4
114,1,1998,5,3,0.923,10,186,11.7,6,12,2,21,28,33,4
120,1,1998,4,3,875,10,230,14.47,6,11,2,21,28,33,4
120,1,1998,4,3,875,10,230,14.47,6,11,2,21,28,33,4
120,1,1998,4,3,875,10,230,14.47,6,11,2,21,28,33,4
120,1,1998,4,3,875,10,230,14.47,6,11,2,21,28,33,4
120,1,1998,4,3,1,11,193,12.14,6,12,2,21,27,33,4
120,1,1998,4,3,1,10,193,12.14,6,12,2,21,27,33,4
147,1,1998,4,3,1,9,265,16.67,6,9,2,22,28,33,4
147,1,1998,4,3,1,9,265,16.67,6,9,2,22,28,33,4
162,1,1998,5,3,0.923,9,310,19.5,6,12,2,21,28,33,4
162,1,1998,5,3,0.923,9,310,19.5,6,12,2,21,28,33,4
162,1,1998,5,3,0.923,9,309,19.43,6,12,2,21,28,33,4
162,1,1998,5,3,0.923,9,309,19.43,6,12,2,21,28,33,4
162,1,1998,5,3,0.923,9,309,19.43,6,12,2,21,28,33,4
80,2,2088,4,3,1.82,22,250,15.05,6,12,1,22,27,33,3
80,2,2088,4,3,1.82,22,250,15.05,6,12,1,22,27,33,3
80,2,2088,4,3,1.82,22,250,15.05,6,12,1,22,27,33,3
80,2,2088,4,3,1.82,22,250,15.05,6,12,1,22,27,33,3
80,2,2088,4,3,1.82,22,250,15.05,8,12,1,22,27,33,3
80,2,2088,4,3,1.82,22,250,15.05,8,12,1,22,27,33,3
80,2,2088,4,3,1.82,22,250,15.05,8,12,1,22,27,33,3
80,2,2088,4,3,1.82,22,250,15.05,8,12,1,22,27,33,3
85,2,2148,4,3,1.3,18,250,14.63,6,10,2,21,27,33,4
85,2,2148,4,3,1.3,18,250,14.63,6,10,2,21,27,33,4
105,2,2148,4,3,1.3,18,315,18.43,6,10,2,21,27,33,4
105,2,2148,4,3,1.3,18,315,18.43,6,10,2,21,27,33,4
75,2,2151,4,3,1.5,19,235,13.73,6,10,2,21,27,33,4
75,2,2151,4,3,1.5,19,235,13.73,6,10,2,21,27,33,4
75,2,2151,4,3,1.5,19,250,14.61,6,10,2,21,27,33,4
75,2,2151,4,3,1.5,19,250,14.61,6,10,2,21,27,33,4
85,2,2151,4,3,1.5,18,250,14.61,6,10,2,21,27,33,4
85,2,2151,4,3,1.5,18,250,14.61,6,10,2,21,27,33,4
90,2,2151,4,3,1.5,19,300,17.53,6,10,2,21,27,33,4
