heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
26.95,4,12,24,2686,88.34,88.0,4,105,130,8.0,2500
28.27,4,12,24,2686,88.34,88.0,4,105,130,8.5,2500
29.63,4,12,24,2686,88.34,88.0,4,105,130,9.0,2500
31.03,4,12,24,2686,88.34,88.0,4,105,130,9.5,2500
32.46,4,12,24,2686,88.34,88.0,4,105,130,10.0,2500
33.92,4,12,24,2686,88.34,88.0,4,105,130,10.5,2500
35.42,4,12,24,2686,88.34,88.0,4,105,130,11.0,2500
36.95,4,12,24,2686,88.34,88.0,4,105,130,11.5,2500
38.51,4,12,24,2686,88.34,88.0,4,105,130,12.0,2500
40.11,4,12,24,2686,88.34,88.0,4,105,130,12.5,2500
41.75,4,12,24,2686,88.34,88.0,4,105,130,13.0,2500
43.41,4,12,24,2686,88.34,88.0,4,105,130,13.5,2500
45.12,4,12,24,2686,88.34,88.0,4,105,130,14.0,2500
46.85,4,12,24,2686,88.34,88.0,4,105,130,14.5,2500
48.62,4,12,24,2686,88.34,88.0,4,105,130,15.0,2500
50.43,4,12,24,2686,88.34,88.0,4,105,130,15.5,2500
52.27,4,12,24,2686,88.34,88.0,4,105,130,16.0,2500
54.14,4,12,24,2686,88.34,88.0,4,105,130,16.5,2500
56.05,4,12,24,2686,88.34,88.0,4,105,130,17.0,2500
57.99,4,12,24,2686,88.34,88.0,4,105,130,17.5,2500
59.96,4,12,24,2686,88.34,88.0,4,105,130,18.0,2500
61.97,4,12,24,2686,88.34,88.0,4,105,130,18.5,2500
64.02,4,12,24,2686,88.34,88.0,4,105,130,19.0,2500
66.1,4,12,24,2686,88.34,88.0,4,105,130,19.5,2500
68.21,4,12,24,2686,88.34,88.0,4,105,130,20.0,2500
14.07,4,12,24,2686,88.34,88.0,4,105,130,0.0,3000
14.96,4,12,24,2686,88.34,88.0,4,105,130,0.5,3000
15.88,4,12,24,2686,88.34,88.0,4,105,130,1.0,3000
16.85,4,12,24,2686,88.34,88.0,4,105,130,1.5,3000
17.86,4,12,24,2686,88.34,88.0,4,105,130,2.0,3000
18.91,4,12,24,2686,88.34,88.0,4,105,130,2.5,3000
20.0,4,12,24,2686,88.34,88.0,4,105,130,3.0,3000
21.13,4,12,24,2686,88.34,88.0,4,105,130,3.5,3000
22.3,4,12,24,2686,88.34,88.0,4,105,130,4.0,3000
23.51,4,12,24,2686,88.34,88.0,4,105,130,4.5,3000
24.77,4,12,24,2686,88.34,88.0,4,105,130,5.0,3000
26.06,4,12,24,2686,88.34,88.0,4,105,130,5.5,3000
27.4,4,12,24,2686,88.34,88.0,4,105,130,6.0,3000
28.78,4,12,24,2686,88.34,88.0,4,105,130,6.5,3000
30.2,4,12,24,2686,88.34,88.0,4,105,130,7.0,3000
31.66,4,12,24,2686,88.34,88.0,4,105,130,7.5,3000
33.16,4,12,24,2686,88.34,88.0,4,105,130,8.0,3000
34.7,4,12,24,2686,88.34,88.0,4,105,130,8.5,3000
36.28,4,12,24,2686,88.34,88.0,4,105,130,9.0,3000
37.91,4,12,24,2686,88.34,88.0,4,105,130,9.5,3000
39.58,4,12,24,2686,88.34,88.0,4,105,130,10.0,3000
41.28,4,12,24,2686,88.34,88.0,4,105,130,10.5,3000
43.03,4,12,24,2686,88.34,88.0,4,105,130,11.0,3000
44.82,4,12,24,2686,88.34,88.0,4,105,130,11.5,3000
46.65,4,12,24,2686,88.34,88.0,4,105,130,12.0,3000
48.52,4,12,24,2686,88.34,88.0,4,105,130,12.5,3000
50.44,4,12,24,2686,88.34,88.0,4,105,130,13.0,3000
52.39,4,12,24,2686,88.34,88.0,4,105,130,13.5,3000
54.38,4,12,24,2686,88.34,88.0,4,105,130,14.0,3000
56.42,4,12,24,2686,88.34,88.0,4,105,130,14.5,3000
58.5,4,12,24,2686,88.34,88.0,4,105,130,15.0,3000
60.62,4,12,24,2686,88.34,88.0,4,105,130,15.5,3000
62.78,4,12,24,2686,88.34,88.0,4,105,130,16.0,3000
64.98,4,12,24,2686,88.34,88.0,4,105,130,16.5,3000
67.22,4,12,24,2686,88.34,88.0,4,105,130,17.0,3000
69.5,4,12,24,2686,88.34,88.0,4,105,130,17.5,3000
71.83,4,12,24,2686,88.34,88.0,4,105,130,18.0,3000
74.19,4,12,24,2686,88.34,88.0,4,105,130,18.5,3000
76.6,4,12,24,2686,88.34,88.0,4,105,130,19.0,3000
79.05,4,12,24,2686,88.34,88.0,4,105,130,19.5,3000
81.53,4,12,24,2686,88.34,88.0,4,105,130,20.0,3000
17.77,4,12,24,2686,88.34,88.0,4,105,130,0.0,3500
18.86,4,12,24,2686,88.34,88.0,4,105,130,0.5,3500
20.0,4,12,24,2686,88.34,88.0,4,105,130,1.0,3500
21.19,4,12,24,2686,88.34,88.0,4,105,130,1.5,3500
22.42,4,12,24,2686,88.34,88.0,4,105,130,2.0,3500
23.69,4,12,24,2686,88.34,88.0,4,105,130,2.5,3500
25.02,4,12,24,2686,88.34,88.0,4,105,130,3.0,3500
26.39,4,12,24,2686,88.34,88.0,4,105,130,3.5,3500
27.8,4,12,24,2686,88.34,88.0,4,105,130,4.0,3500
29.27,4,12,24,2686,88.34,88.0,4,105,130,4.5,3500
30.77,4,12,24,2686,88.34,88.0,4,105,130,5.0,3500
32.33,4,12,24,2686,88.34,88.0,4,105,130,5.5,3500
33.93,4,12,24,2686,88.34,88.0,4,105,130,6.0,3500
35.58,4,12,24,2686,88.34,88.0,4,105,130,6.5,3500
37.27,4,12,24,2686,88.34,88.0,4,105,130,7.0,3500
39.01,4,12,24,2686,88.34,88.0,4,105,130,7.5,3500
40.8,4,12,24,2686,88.34,88.0,4,105,130,8.0,3500
42.64,4,12,24,2686,88.34,88.0,4,105,130,8.5,3500
44.52,4,12,24,2686,88.34,88.0,4,105,130,9.0,3500
46.44,4,12,24,2686,88.34,88.0,4,105,130,9.5,3500
48.41,4,12,24,2686,88.34,88.0,4,105,130,10.0,3500
50.43,4,12,24,2686,88.34,88.0,4,105,130,10.5,3500
52.5,4,12,24,2686,88.34,88.0,4,105,130,11.0,3500
54.61,4,12,24,2686,88.34,88.0,4,105,130,11.5,3500
56.77,4,12,24,2686,88.34,88.0,4,105,130,12.0,3500
58.97,4,12,24,2686,88.34,88.0,4,105,130,12.5,3500
61.22,4,12,24,2686,88.34,88.0,4,105,130,13.0,3500
63.52,4,12,24,2686,88.34,88.0,4,105,130,13.5,3500
65.86,4,12,24,2686,88.34,88.0,4,105,130,14.0,3500
68.25,4,12,24,2686,88.34,88.0,4,105,130,14.5,3500
70.69,4,12,24,2686,88.34,88.0,4,105,130,15.0,3500
73.17,4,12,24,2686,88.34,88.0,4,105,130,15.5,3500
75.7,4,12,24,2686,88.34,88.0,4,105,130,16.0,3500
78.28,4,12,24,2686,88.34,88.0,4,105,130,16.5,3500
80.9,4,12,24,2686,88.34,88.0,4,105,130,17.0,3500
83.57,4,12,24,2686,88.34,88.0,4,105,130,17.5,3500
86.28,4,12,24,2686,88.34,88.0,4,105,130,18.0,3500
89.04,4,12,24,2686,88.34,88.0,4,105,130,18.5,3500
91.85,4,12,24,2686,88.34,88.0,4,105,130,19.0,3500
94.7,4,12,24,2686,88.34,88.0,4,105,130,19.5,3500
97.6,4,12,24,2686,88.34,88.0,4,105,130,20.0,3500
22.98,4,12,24,2686,88.34,88.0,4,105,130,0.0,4200
24.53,4,12,24,2686,88.34,88.0,4,105,130,0.5,4200
26.14,4,12,24,2686,88.34,88.0,4,105,130,1.0,4200
27.79,4,12,24,2686,88.34,88.0,4,105,130,1.5,4200
29.49,4,12,24,2686,88.34,88.0,4,105,130,2.0,4200
31.25,4,12,24,2686,88.34,88.0,4,105,130,2.5,4200
33.06,4,12,24,2686,88.34,88.0,4,105,130,3.0,4200
34.91,4,12,24,2686,88.34,88.0,4,105,130,3.5,4200
36.82,4,12,24,2686,88.34,88.0,4,105,130,4.0,4200
38.78,4,12,24,2686,88.34,88.0,4,105,130,4.5,4200
40.79,4,12,24,2686,88.34,88.0,4,105,130,5.0,4200
42.85,4,12,24,2686,88.34,88.0,4,105,130,5.5,4200
44.96,4,12,24,2686,88.34,88.0,4,105,130,6.0,4200
47.12,4,12,24,2686,88.34,88.0,4,105,130,6.5,4200
49.33,4,12,24,2686,88.34,88.0,4,105,130,7.0,4200
51.6,4,12,24,2686,88.34,88.0,4,105,130,7.5,4200
53.91,4,12,24,2686,88.34,88.0,4,105,130,8.0,4200
56.28,4,12,24,2686,88.34,88.0,4,105,130,8.5,4200
58.69,4,12,24,2686,88.34,88.0,4,105,130,9.0,4200
61.16,4,12,24,2686,88.34,88.0,4,105,130,9.5,4200
63.68,4,12,24,2686,88.34,88.0,4,105,130,10.0,4200
66.25,4,12,24,2686,88.34,88.0,4,105,130,10.5,4200
68.87,4,12,24,2686,88.34,88.0,4,105,130,11.0,4200
71.54,4,12,24,2686,88.34,88.0,4,105,130,11.5,4200
74.26,4,12,24,2686,88.34,88.0,4,105,130,12.0,4200
77.03,4,12,24,2686,88.34,88.0,4,105,130,12.5,4200
79.85,4,12,24,2686,88.34,88.0,4,105,130,13.0,4200
82.72,4,12,24,2686,88.34,88.0,4,105,130,13.5,4200
85.65,4,12,24,2686,88.34,88.0,4,105,130,14.0,4200
88.62,4,12,24,2686,88.34,88.0,4,105,130,14.5,4200
91.65,4,12,24,2686,88.34,88.0,4,105,130,15.0,4200
94.73,4,12,24,2686,88.34,88.0,4,105,130,15.5,4200
97.86,4,12,24,2686,88.34,88.0,4,105,130,16.0,4200
101.03,4,12,24,2686,88.34,88.0,4,105,130,16.5,4200
104.26,4,12,24,2686,88.34,88.0,4,105,130,17.0,4200
107.54,4,12,24,2686,88.34,88.0,4,105,130,17.5,4200
110.87,4,12,24,2686,88.34,88.0,4,105,130,18.0,4200
114.26,4,12,24,2686,88.34,88.0,4,105,130,18.5,4200
117.69,4,12,24,2686,88.34,88.0,4,105,130,19.0,4200
121.17,4,12,24,2686,88.34,88.0,4,105,130,19.5,4200
124.71,4,12,24,2686,88.34,88.0,4,105,130,20.0,4200
25.22,4,12,24,2686,88.34,88.0,4,105,130,0.0,4500
27.03,4,12,24,2686,88.34,88.0,4,105,130,0.5,4500
28.9,4,12,24,2686,88.34,88.0,4,105,130,1.0,4500
30.81,4,12,24,2686,88.34,88.0,4,105,130,1.5,4500
32.77,4,12,24,2686,88.34,88.0,4,105,130,2.0,4500
34.79,4,12,24,2686,88.34,88.0,4,105,130,2.5,4500
36.86,4,12,24,2686,88.34,88.0,4,105,130,3.0,4500
38.98,4,12,24,2686,88.34,88.0,4,105,130,3.5,4500
41.15,4,12,24,2686,88.34,88.0,4,105,130,4.0,4500
43.38,4,12,24,2686,88.34,88.0,4,105,130,4.5,4500
45.65,4,12,24,2686,88.34,88.0,4,105,130,5.0,4500
47.98,4,12,24,2686,88.34,88.0,4,105,130,5.5,4500
50.36,4,12,24,2686,88.34,88.0,4,105,130,6.0,4500
52.79,4,12,24,2686,88.34,88.0,4,105,130,6.5,4500
55.27,4,12,24,2686,88.34,88.0,4,105,130,7.0,4500
57.8,4,12,24,2686,88.34,88.0,4,105,130,7.5,4500
60.39,4,12,24,2686,88.34,88.0,4,105,130,8.0,4500
63.03,4,12,24,2686,88.34,88.0,4,105,130,8.5,4500
65.72,4,12,24,2686,88.34,88.0,4,105,130,9.0,4500
68.46,4,12,24,2686,88.34,88.0,4,105,130,9.5,4500
71.25,4,12,24,2686,88.34,88.0,4,105,130,10.0,4500
74.1,4,12,24,2686,88.34,88.0,4,105,130,10.5,4500
76.99,4,12,24,2686,88.34,88.0,4,105,130,11.0,4500
79.94,4,12,24,2686,88.34,88.0,4,105,130,11.5,4500
82.94,4,12,24,2686,88.34,88.0,4,105,130,12.0,4500
85.99,4,12,24,2686,88.34,88.0,4,105,130,12.5,4500
89.09,4,12,24,2686,88.34,88.0,4,105,130,13.0,4500
92.25,4,12,24,2686,88.34,88.0,4,105,130,13.5,4500
95.45,4,12,24,2686,88.34,88.0,4,105,130,14.0,4500
98.71,4,12,24,2686,88.34,88.0,4,105,130,14.5,4500
102.02,4,12,24,2686,88.34,88.0,4,105,130,15.0,4500
105.38,4,12,24,2686,88.34,88.0,4,105,130,15.5,4500
108.8,4,12,24,2686,88.34,88.0,4,105,130,16.0,4500
112.26,4,12,24,2686,88.34,88.0,4,105,130,16.5,4500
115.78,4,12,24,2686,88.34,88.0,4,105,130,17.0,4500
119.35,4,12,24,2686,88.34,88.0,4,105,130,17.5,4500
122.97,4,12,24,2686,88.34,88.0,4,105,130,18.0,4500
126.64,4,12,24,2686,88.34,88.0,4,105,130,18.5,4500
130.37,4,12,24,2686,88.34,88.0,4,105,130,19.0,4500
134.14,4,12,24,2686,88.34,88.0,4,105,130,19.5,4500
137.97,4,12,24,2686,88.34,88.0,4,105,130,20.0,4500
28.97,4,12,24,2686,88.34,88.0,4,105,130,0.0,5000
31.3,4,12,24,2686,88.34,88.0,4,105,130,0.5,5000
33.67,4,12,24,2686,88.34,88.0,4,105,130,1.0,5000
36.09,4,12,24,2686,88.34,88.0,4,105,130,1.5,5000
38.57,4,12,24,2686,88.34,88.0,4,105,130,2.0,5000
41.1,4,12,24,2686,88.34,88.0,4,105,130,2.5,5000
43.68,4,12,24,2686,88.34,88.0,4,105,130,3.0,5000
46.31,4,12,24,2686,88.34,88.0,4,105,130,3.5,5000
49.0,4,12,24,2686,88.34,88.0,4,105,130,4.0,5000
51.73,4,12,24,2686,88.34,88.0,4,105,130,4.5,5000
54.52,4,12,24,2686,88.34,88.0,4,105,130,5.0,5000
57.36,4,12,24,2686,88.34,88.0,4,105,130,5.5,5000
60.25,4,12,24,2686,88.34,88.0,4,105,130,6.0,5000
63.19,4,12,24,2686,88.34,88.0,4,105,130,6.5,5000
66.19,4,12,24,2686,88.34,88.0,4,105,130,7.0,5000
69.24,4,12,24,2686,88.34,88.0,4,105,130,7.5,5000
72.33,4,12,24,2686,88.34,88.0,4,105,130,8.0,5000
75.49,4,12,24,2686,88.34,88.0,4,105,130,8.5,5000
78.69,4,12,24,2686,88.34,88.0,4,105,130,9.0,5000
81.94,4,12,24,2686,88.34,88.0,4,105,130,9.5,5000
85.25,4,12,24,2686,88.34,88.0,4,105,130,10.0,5000
88.61,4,12,24,2686,88.34,88.0,4,105,130,10.5,5000
92.02,4,12,24,2686,88.34,88.0,4,105,130,11.0,5000
95.48,4,12,24,2686,88.34,88.0,4,105,130,11.5,5000
98.99,4,12,24,2686,88.34,88.0,4,105,130,12.0,5000
102.56,4,12,24,2686,88.34,88.0,4,105,130,12.5,5000
106.18,4,12,24,2686,88.34,88.0,4,105,130,13.0,5000
109.84,4,12,24,2686,88.34,88.0,4,105,130,13.5,5000
113.57,4,12,24,2686,88.34,88.0,4,105,130,14.0,5000
117.34,4,12,24,2686,88.34,88.0,4,105,130,14.5,5000
121.16,4,12,24,2686,88.34,88.0,4,105,130,15.0,5000
125.04,4,12,24,2686,88.34,88.0,4,105,130,15.5,5000
128.97,4,12,24,2686,88.34,88.0,4,105,130,16.0,5000
132.95,4,12,24,2686,88.34,88.0,4,105,130,16.5,5000
136.98,4,12,24,2686,88.34,88.0,4,105,130,17.0,5000
141.07,4,12,24,2686,88.34,88.0,4,105,130,17.5,5000
145.2,4,12,24,2686,88.34,88.0,4,105,130,18.0,5000
149.39,4,12,24,2686,88.34,88.0,4,105,130,18.5,5000
153.63,4,12,24,2686,88.34,88.0,4,105,130,19.0,5000
157.92,4,12,24,2686,88.34,88.0,4,105,130,19.5,5000
162.26,4,12,24,2686,88.34,88.0,4,105,130,20.0,5000
-13.41,4,13,24,3226,88.4,88.0,6,105,130,0.0,100
-11.4,4,13,24,3226,88.4,88.0,6,105,130,0.5,100
-9.39,4,13,24,3226,88.4,88.0,6,105,130,1.0,100
-7.39,4,13,24,3226,88.4,88.0,6,105,130,1.5,100
-5.39,4,13,24,3226,88.4,88.0,6,105,130,2.0,100
-3.39,4,13,24,3226,88.4,88.0,6,105,130,2.5,100
-1.39,4,13,24,3226,88.4,88.0,6,105,130,3.0,100
0.6,4,13,24,3226,88.4,88.0,6,105,130,3.5,100
2.59,4,13,24,3226,88.4,88.0,6,105,130,4.0,100
4.58,4,13,24,3226,88.4,88.0,6,105,130,4.5,100
6.57,4,13,24,3226,88.4,88.0,6,105,130,5.0,100
8.55,4,13,24,3226,88.4,88.0,6,105,130,5.5,100
10.53,4,13,24,3226,88.4,88.0,6,105,130,6.0,100
12.51,4,13,24,3226,88.4,88.0,6,105,130,6.5,100
14.48,4,13,24,3226,88.4,88.0,6,105,130,7.0,100
16.45,4,13,24,3226,88.4,88.0,6,105,130,7.5,100
18.42,4,13,24,3226,88.4,88.0,6,105,130,8.0,100
20.39,4,13,24,3226,88.4,88.0,6,105,130,8.5,100
22.35,4,13,24,3226,88.4,88.0,6,105,130,9.0,100
24.31,4,13,24,3226,88.4,88.0,6,105,130,9.5,100
26.27,4,13,24,3226,88.4,88.0,6,105,130,10.0,100
28.23,4,13,24,3226,88.4,88.0,6,105,130,10.5,100
30.18,4,13,24,3226,88.4,88.0,6,105,130,11.0,100
32.13,4,13,24,3226,88.4,88.0,6,105,130,11.5,100
34.08,4,13,24,3226,88.4,88.0,6,105,130,12.0,100
36.02,4,13,24,3226,88.4,88.0,6,105,130,12.5,100
37.96,4,13,24,3226,88.4,88.0,6,105,130,13.0,100
39.9,4,13,24,3226,88.4,88.0,6,105,130,13.5,100
41.84,4,13,24,3226,88.4,88.0,6,105,130,14.0,100
43.77,4,13,24,3226,88.4,88.0,6,105,130,14.5,100
45.7,4,13,24,3226,88.4,88.0,6,105,130,15.0,100
47.63,4,13,24,3226,88.4,88.0,6,105,130,15.5,100
49.56,4,13,24,3226,88.4,88.0,6,105,130,16.0,100
51.48,4,13,24,3226,88.4,88.0,6,105,130,16.5,100
53.4,4,13,24,3226,88.4,88.0,6,105,130,17.0,100
55.32,4,13,24,3226,88.4,88.0,6,105,130,17.5,100
57.23,4,13,24,3226,88.4,88.0,6,105,130,18.0,100
59.14,4,13,24,3226,88.4,88.0,6,105,130,18.5,100
61.05,4,13,24,3226,88.4,88.0,6,105,130,19.0,100
62.96,4,13,24,3226,88.4,88.0,6,105,130,19.5,100
64.86,4,13,24,3226,88.4,88.0,6,105,130,20.0,100
-0.79,4,13,24,3226,88.4,88.0,6,105,130,0.0,1000
0.29,4,13,24,3226,88.4,88.0,6,105,130,0.5,1000
1.38,4,13,24,3226,88.4,88.0,6,105,130,1.0,1000
2.48,4,13,24,3226,88.4,88.0,6,105,130,1.5,1000
3.61,4,13,24,3226,88.4,88.0,6,105,130,2.0,1000
4.75,4,13,24,3226,88.4,88.0,6,105,130,2.5,1000
5.91,4,13,24,3226,88.4,88.0,6,105,130,3.0,1000
7.08,4,13,24,3226,88.4,88.0,6,105,130,3.5,1000
8.27,4,13,24,3226,88.4,88.0,6,105,130,4.0,1000
9.48,4,13,24,3226,88.4,88.0,6,105,130,4.5,1000
10.71,4,13,24,3226,88.4,88.0,6,105,130,5.0,1000
11.95,4,13,24,3226,88.4,88.0,6,105,130,5.5,1000
13.21,4,13,24,3226,88.4,88.0,6,105,130,6.0,1000
14.49,4,13,24,3226,88.4,88.0,6,105,130,6.5,1000
15.78,4,13,24,3226,88.4,88.0,6,105,130,7.0,1000
17.09,4,13,24,3226,88.4,88.0,6,105,130,7.5,1000
18.42,4,13,24,3226,88.4,88.0,6,105,130,8.0,1000
19.76,4,13,24,3226,88.4,88.0,6,105,130,8.5,1000
21.12,4,13,24,3226,88.4,88.0,6,105,130,9.0,1000
22.5,4,13,24,3226,88.4,88.0,6,105,130,9.5,1000
23.89,4,13,24,3226,88.4,88.0,6,105,130,10.0,1000
25.31,4,13,24,3226,88.4,88.0,6,105,130,10.5,1000
26.73,4,13,24,3226,88.4,88.0,6,105,130,11.0,1000
28.18,4,13,24,3226,88.4,88.0,6,105,130,11.5,1000
29.64,4,13,24,3226,88.4,88.0,6,105,130,12.0,1000
31.12,4,13,24,3226,88.4,88.0,6,105,130,12.5,1000
32.62,4,13,24,3226,88.4,88.0,6,105,130,13.0,1000
34.13,4,13,24,3226,88.4,88.0,6,105,130,13.5,1000
35.66,4,13,24,3226,88.4,88.0,6,105,130,14.0,1000
37.21,4,13,24,3226,88.4,88.0,6,105,130,14.5,1000
38.77,4,13,24,3226,88.4,88.0,6,105,130,15.0,1000
40.35,4,13,24,3226,88.4,88.0,6,105,130,15.5,1000
41.95,4,13,24,3226,88.4,88.0,6,105,130,16.0,1000
43.56,4,13,24,3226,88.4,88.0,6,105,130,16.5,1000
45.19,4,13,24,3226,88.4,88.0,6,105,130,17.0,1000
46.84,4,13,24,3226,88.4,88.0,6,105,130,17.5,1000
48.51,4,13,24,3226,88.4,88.0,6,105,130,18.0,1000
50.19,4,13,24,3226,88.4,88.0,6,105,130,18.5,1000
51.89,4,13,24,3226,88.4,88.0,6,105,130,19.0,1000
53.6,4,13,24,3226,88.4,88.0,6,105,130,19.5,1000
55.34,4,13,24,3226,88.4,88.0,6,105,130,20.0,1000
5.5,4,13,24,3226,88.4,88.0,6,105,130,0.0,1500
6.27,4,13,24,3226,88.4,88.0,6,105,130,0.5,1500
7.06,4,13,24,3226,88.4,88.0,6,105,130,1.0,1500
7.88,4,13,24,3226,88.4,88.0,6,105,130,1.5,1500
8.73,4,13,24,3226,88.4,88.0,6,105,130,2.0,1500
9.61,4,13,24,3226,88.4,88.0,6,105,130,2.5,1500
10.51,4,13,24,3226,88.4,88.0,6,105,130,3.0,1500
11.44,4,13,24,3226,88.4,88.0,6,105,130,3.5,1500
12.4,4,13,24,3226,88.4,88.0,6,105,130,4.0,1500
13.38,4,13,24,3226,88.4,88.0,6,105,130,4.5,1500
14.39,4,13,24,3226,88.4,88.0,6,105,130,5.0,1500
15.43,4,13,24,3226,88.4,88.0,6,105,130,5.5,1500
16.5,4,13,24,3226,88.4,88.0,6,105,130,6.0,1500
17.59,4,13,24,3226,88.4,88.0,6,105,130,6.5,1500
18.71,4,13,24,3226,88.4,88.0,6,105,130,7.0,1500
19.86,4,13,24,3226,88.4,88.0,6,105,130,7.5,1500
21.03,4,13,24,3226,88.4,88.0,6,105,130,8.0,1500
22.23,4,13,24,3226,88.4,88.0,6,105,130,8.5,1500
23.46,4,13,24,3226,88.4,88.0,6,105,130,9.0,1500
24.72,4,13,24,3226,88.4,88.0,6,105,130,9.5,1500
26.0,4,13,24,3226,88.4,88.0,6,105,130,10.0,1500
27.31,4,13,24,3226,88.4,88.0,6,105,130,10.5,1500
28.65,4,13,24,3226,88.4,88.0,6,105,130,11.0,1500
30.01,4,13,24,3226,88.4,88.0,6,105,130,11.5,1500
31.41,4,13,24,3226,88.4,88.0,6,105,130,12.0,1500
32.82,4,13,24,3226,88.4,88.0,6,105,130,12.5,1500
34.27,4,13,24,3226,88.4,88.0,6,105,130,13.0,1500
35.74,4,13,24,3226,88.4,88.0,6,105,130,13.5,1500
37.25,4,13,24,3226,88.4,88.0,6,105,130,14.0,1500
38.77,4,13,24,3226,88.4,88.0,6,105,130,14.5,1500
40.33,4,13,24,3226,88.4,88.0,6,105,130,15.0,1500
41.91,4,13,24,3226,88.4,88.0,6,105,130,15.5,1500
43.52,4,13,24,3226,88.4,88.0,6,105,130,16.0,1500
45.16,4,13,24,3226,88.4,88.0,6,105,130,16.5,1500
46.82,4,13,24,3226,88.4,88.0,6,105,130,17.0,1500
48.51,4,13,24,3226,88.4,88.0,6,105,130,17.5,1500
50.23,4,13,24,3226,88.4,88.0,6,105,130,18.0,1500
51.97,4,13,24,3226,88.4,88.0,6,105,130,18.5,1500
53.75,4,13,24,3226,88.4,88.0,6,105,130,19.0,1500
55.55,4,13,24,3226,88.4,88.0,6,105,130,19.5,1500
57.37,4,13,24,3226,88.4,88.0,6,105,130,20.0,1500
11.27,4,13,24,3226,88.4,88.0,6,105,130,0.0,2000
11.88,4,13,24,3226,88.4,88.0,6,105,130,0.5,2000
12.53,4,13,24,3226,88.4,88.0,6,105,130,1.0,2000
13.22,4,13,24,3226,88.4,88.0,6,105,130,1.5,2000
13.94,4,13,24,3226,88.4,88.0,6,105,130,2.0,2000
14.7,4,13,24,3226,88.4,88.0,6,105,130,2.5,2000
15.5,4,13,24,3226,88.4,88.0,6,105,130,3.0,2000
16.33,4,13,24,3226,88.4,88.0,6,105,130,3.5,2000
17.21,4,13,24,3226,88.4,88.0,6,105,130,4.0,2000
18.11,4,13,24,3226,88.4,88.0,6,105,130,4.5,2000
19.06,4,13,24,3226,88.4,88.0,6,105,130,5.0,2000
20.04,4,13,24,3226,88.4,88.0,6,105,130,5.5,2000
21.06,4,13,24,3226,88.4,88.0,6,105,130,6.0,2000
22.12,4,13,24,3226,88.4,88.0,6,105,130,6.5,2000
23.21,4,13,24,3226,88.4,88.0,6,105,130,7.0,2000
24.34,4,13,24,3226,88.4,88.0,6,105,130,7.5,2000
25.51,4,13,24,3226,88.4,88.0,6,105,130,8.0,2000
26.72,4,13,24,3226,88.4,88.0,6,105,130,8.5,2000
27.96,4,13,24,3226,88.4,88.0,6,105,130,9.0,2000
29.24,4,13,24,3226,88.4,88.0,6,105,130,9.5,2000
30.55,4,13,24,3226,88.4,88.0,6,105,130,10.0,2000
31.91,4,13,24,3226,88.4,88.0,6,105,130,10.5,2000
33.3,4,13,24,3226,88.4,88.0,6,105,130,11.0,2000
34.72,4,13,24,3226,88.4,88.0,6,105,130,11.5,2000
36.19,4,13,24,3226,88.4,88.0,6,105,130,12.0,2000
37.69,4,13,24,3226,88.4,88.0,6,105,130,12.5,2000
39.23,4,13,24,3226,88.4,88.0,6,105,130,13.0,2000
40.8,4,13,24,3226,88.4,88.0,6,105,130,13.5,2000
42.41,4,13,24,3226,88.4,88.0,6,105,130,14.0,2000
44.06,4,13,24,3226,88.4,88.0,6,105,130,14.5,2000
45.75,4,13,24,3226,88.4,88.0,6,105,130,15.0,2000
47.47,4,13,24,3226,88.4,88.0,6,105,130,15.5,2000
49.23,4,13,24,3226,88.4,88.0,6,105,130,16.0,2000
51.03,4,13,24,3226,88.4,88.0,6,105,130,16.5,2000
52.86,4,13,24,3226,88.4,88.0,6,105,130,17.0,2000
54.73,4,13,24,3226,88.4,88.0,6,105,130,17.5,2000
56.64,4,13,24,3226,88.4,88.0,6,105,130,18.0,2000
58.59,4,13,24,3226,88.4,88.0,6,105,130,18.5,2000
60.57,4,13,24,3226,88.4,88.0,6,105,130,19.0,2000
62.59,4,13,24,3226,88.4,88.0,6,105,130,19.5,2000
64.65,4,13,24,3226,88.4,88.0,6,105,130,20.0,2000
16.52,4,13,24,3226,88.4,88.0,6,105,130,0.0,2500
17.13,4,13,24,3226,88.4,88.0,6,105,130,0.5,2500
17.79,4,13,24,3226,88.4,88.0,6,105,130,1.0,2500
18.49,4,13,24,3226,88.4,88.0,6,105,130,1.5,2500
19.24,4,13,24,3226,88.4,88.0,6,105,130,2.0,2500
20.04,4,13,24,3226,88.4,88.0,6,105,130,2.5,2500
20.88,4,13,24,3226,88.4,88.0,6,105,130,3.0,2500
21.77,4,13,24,3226,88.4,88.0,6,105,130,3.5,2500
22.71,4,13,24,3226,88.4,88.0,6,105,130,4.0,2500
23.69,4,13,24,3226,88.4,88.0,6,105,130,4.5,2500
24.72,4,13,24,3226,88.4,88.0,6,105,130,5.0,2500
25.79,4,13,24,3226,88.4,88.0,6,105,130,5.5,2500
26.91,4,13,24,3226,88.4,88.0,6,105,130,6.0,2500
28.08,4,13,24,3226,88.4,88.0,6,105,130,6.5,2500
29.29,4,13,24,3226,88.4,88.0,6,105,130,7.0,2500
30.55,4,13,24,3226,88.4,88.0,6,105,130,7.5,2500
