Rings,Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight
10,1,645,0.5,155,1.2205,0.6145,236,0.3185
11,0,645,0.52,175,1636,779,342,432
8,0,645,0.52,175,1561,709,0.3555,0.4
8,1,645,505,165,1.4325,684,308,336
11,0,645,0.5,175,1.3385,633,299,349
10,1,645,0.5,0.16,1.2465,0.5475,327,0.3
10,1,645,515,0.15,1212,515,0.2055,385
9,0,0.65,495,0.16,1304,0.57,312,0.3725
11,0,0.65,0.52,0.21,1.6785,0.6665,308,0.46
10,0,0.65,525,185,1622,0.6645,0.3225,477
9,1,655,0.46,0.16,1494,0.6895,331,0.1825
10,1,655,0.51,175,1.6525,0.8515,0.3365,403
11,1,0.66,505,185,1528,0.69,0.3025,441
9,0,0.66,535,0.19,1.5905,0.6425,297,0.5175
10,0,0.66,495,195,1.6275,594,0.3595,485
6,1,0.66,475,0.18,1.3695,641,294,335
11,0,0.67,525,165,1.6085,682,0.3145,0.4005
10,1,675,0.57,225,1587,739,0.2995,435
12,1,675,565,195,1.8375,0.7645,0.3615,553
12,0,0.68,535,185,1607,0.7245,0.3215,498
8,0,0.69,525,175,1.7005,0.8255,362,405
10,0,0.69,505,0.2,1872,893,0.4015,0.48
10,1,695,535,175,1.8385,0.8035,396,503
12,1,705,535,0.18,1685,693,0.42,0.4045
11,0,0.71,565,205,2198,1012,0.5225,0.5475
10,0,715,565,175,1.9525,0.7645,0.4185,0.4135
11,1,715,525,185,1.56,0.6655,383,405
11,1,735,0.6,0.22,2555,1.1335,0.44,0.6
12,0,765,0.6,0.22,2302,1007,509,0.6205
4,2,185,0.13,45,29,12,0.0075,0.0095
3,2,195,0.15,45,0.0375,18,6,11
4,2,195,135,0.04,0.0325,0.0135,5,0.0095
4,2,0.2,155,0.04,0.0435,0.0155,9,7
4,2,225,165,55,59,27,0.0125,15
4,2,245,0.18,65,71,0.03,13,0.0215
5,2,0.25,0.18,65,0.0685,0.0245,0.0155,0.0225
7,2,265,195,55,84,0.0365,0.0175,25
6,2,275,195,65,106,54,0.02,28
5,2,0.28,0.21,85,0.1075,0.0415,24,34
5,2,285,0.22,65,96,0.0405,0.0205,0.03
6,2,0.3,0.22,0.08,0.1255,55,0.0265,39
6,2,315,235,55,151,65,27,39
6,2,0.32,225,85,0.1415,0.0675,0.0295,0.0405
5,2,0.34,265,0.08,0.2015,0.09,0.0475,55
6,2,0.37,0.28,0.1,221,0.1165,0.0265,0.0635
6,2,375,0.28,0.08,0.2345,0.1125,0.0455,67
6,2,375,275,0.1,0.2325,0.1165,42,65
7,2,385,0.29,0.08,0.2485,122,0.0495,65
6,2,0.4,0.32,95,348,194,53,87
7,2,405,0.3,0.11,0.32,172,44,93
7,2,0.41,0.3,0.1,282,0.1255,57,0.0875
6,2,0.41,325,0.1,0.3245,132,72,106
7,2,0.42,0.3,105,316,0.1255,0.07,0.1035
7,2,0.42,0.32,0.11,0.3625,174,0.0635,105
6,2,0.42,0.31,95,279,0.1255,51,88
7,2,425,325,115,0.3685,162,0.0865,0.1045
7,0,0.43,335,0.12,397,0.1985,0.0865,0.1035
6,2,435,0.33,0.11,413,0.2055,96,96
7,2,435,345,115,418,222,0.0735,106
7,2,0.44,0.33,0.11,0.3705,0.1545,84,0.12
7,2,445,345,105,409,0.1675,0.1015,117
7,2,445,0.34,145,434,0.1945,0.0905,0.13
8,2,445,335,0.11,411,0.1985,0.0935,109
8,2,0.45,365,125,462,0.2135,0.0985,0.1315
6,2,0.45,0.34,0.12,0.4925,241,0.1075,0.12
7,2,0.45,0.33,105,0.3715,0.1865,0.0785,0.0975
6,2,0.45,0.33,0.1,411,0.1945,0.1,98
6,2,0.45,0.33,0.11,0.3685,0.16,0.0885,102
7,2,0.46,0.35,115,0.4155,0.18,98,0.1175
7,0,0.47,0.36,105,544,0.27,0.1395,129
6,2,0.47,0.38,125,0.4845,211,0.1075,142
6,2,475,0.35,0.11,0.4565,206,99,0.13
7,2,475,0.35,0.1,0.4545,0.2165,111,115
8,2,0.48,0.38,125,0.6245,0.3395,0.1085,0.1665
7,0,0.49,465,125,0.5225,235,0.13,141
7,2,0.5,375,0.14,0.5495,248,112,0.1585
9,2,0.5,375,0.12,542,215,116,0.17
8,2,0.5,0.38,125,519,0.2485,0.1135,134
6,0,0.5,0.39,125,0.5215,0.2485,117,131
7,1,505,0.39,125,0.5445,246,0.15,0.1405
8,2,0.51,405,125,0.6795,0.3465,0.1395,182
6,1,0.51,0.4,125,545,261,115,0.1385
9,2,0.51,0.4,125,0.5575,0.2615,0.1195,0.1525
8,2,0.51,0.38,115,0.5155,215,0.1135,166
8,2,515,385,125,0.6115,0.3175,0.1265,0.15
9,0,0.52,0.4,145,0.7765,0.3525,0.1845,185
8,2,0.52,0.38,135,0.5395,0.2295,133,157
8,2,0.52,0.38,125,0.5545,288,0.1295,167
7,1,0.52,0.46,0.15,1019,523,0.1985,254
8,2,525,0.4,0.13,0.6455,325,0.1245,0.17
9,2,525,0.4,0.14,601,0.2625,0.1285,0.1835
9,0,525,405,0.12,0.7555,0.3755,0.1555,201
8,2,525,395,0.12,608,297,0.1395,0.1405
8,2,0.53,0.4,125,617,279,127,0.19
9,2,535,0.39,125,599,0.2595,149,169
10,2,0.54,0.42,0.14,0.6665,0.3125,138,0.1895
7,0,545,0.39,135,0.7835,0.4225,0.1815,156
9,0,545,0.41,0.12,793,434,0.1405,0.19
9,0,545,415,0.14,0.82,0.4615,127,218
8,1,0.55,415,135,0.8145,427,0.1855,175
8,1,0.55,0.43,0.15,0.84,395,195,223
10,0,0.55,425,0.15,0.8315,411,0.1765,0.2165
9,0,0.56,0.43,145,0.8995,464,0.1775,234
8,0,0.56,445,0.16,0.8965,0.42,0.2175,0.2215
8,1,0.56,0.44,155,0.6405,336,0.1765,245
8,0,0.56,415,145,852,0.43,0.1885,205
9,0,565,455,0.15,0.9595,0.4565,0.2395,0.23
8,0,565,435,0.15,0.99,0.5795,0.1825,206
9,1,565,0.45,175,1.0095,447,0.2375,0.2645
9,0,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25
8,1,0.57,445,145,0.8775,412,217,0.22
8,2,0.57,0.44,0.15,755,0.3425,0.16,224
7,1,575,0.46,145,0.9945,466,229,265
10,1,575,0.45,0.16,1068,556,214,0.2575
9,0,575,435,0.14,0.8455,401,191,222
9,1,575,0.47,165,869,435,197,238
9,0,575,455,135,907,0.4245,197,0.26
10,2,575,435,0.13,805,0.3155,0.2155,245
9,0,575,445,0.17,1.0225,549,0.2175,228
9,0,575,445,145,847,415,0.1945,0.22
8,0,0.58,455,0.15,1114,0.4765,0.2155,265
9,0,0.58,455,195,1859,945,426,441
9,0,0.58,445,135,814,0.3775,0.1915,0.22
9,0,0.58,0.45,0.14,0.9615,486,0.1815,253
8,0,0.58,0.45,145,1.0025,547,0.1975,0.2295
9,1,0.58,0.45,155,0.93,385,246,265
9,0,585,0.46,145,0.9335,478,0.1825,235
7,0,585,465,0.16,0.9555,0.4595,236,265
8,0,0.59,0.47,0.15,0.9955,481,232,0.24
9,1,0.6,475,0.16,1.0265,485,0.2495,0.2565
8,0,0.6,455,0.17,1.1915,696,0.2395,0.24
8,1,0.6,465,0.15,1.1025,0.5455,262,0.25
10,0,0.6,465,155,1.0165,512,0.2465,225
9,1,605,0.47,165,1.1775,611,0.2275,292
9,0,605,475,0.14,1.1175,555,257,274
10,0,605,0.48,0.17,1.1835,582,0.2365,317
9,1,605,475,165,1056,433,0.2195,357
8,0,0.61,485,0.16,1.0145,0.5315,212,0.2415
9,0,0.61,485,145,1.3305,783,0.2255,0.2865
9,0,0.61,0.47,165,1052,498,242,267
10,0,615,0.46,0.17,1.0565,0.4815,272,0.27
9,1,615,465,0.15,923,0.4615,0.1825,0.2415
9,1,615,475,155,1027,447,0.25,285
8,0,0.62,0.47,135,1.0195,0.5315,0.2005,0.2475
8,0,0.62,0.45,0.2,858,0.4285,0.1525,0.2405
8,1,0.62,0.48,0.16,1.1125,0.5635,0.2445,281
9,1,625,485,175,1.3745,0.7335,0.2715,332
8,0,625,0.48,185,1.2065,587,0.29,286
8,0,0.63,0.47,155,1.1325,589,211,287
10,0,0.63,0.5,175,1.2645,0.5635,0.3065,0.3425
9,1,635,495,15,1.1565,0.5115,308,0.2885
10,0,0.64,515,165,1369,632,0.3415,358
10,0,645,0.53,195,1.39,0.6465,0.2945,0.3735
10,1,645,0.48,0.17,1.1345,528,254,305
9,1,0.65,0.5,0.19,1464,0.6415,339,0.4245
11,0,0.65,0.5,155,1202,565,0.3135,294
11,0,655,515,0.16,1.31,553,369,345
10,1,655,0.51,175,1415,0.5885,0.3725,364
11,1,0.66,0.53,185,1346,546,0.2705,476
8,0,665,525,0.16,1363,629,279,0.34
9,2,665,0.5,0.17,1.2975,0.6035,291,0.3595
9,1,0.67,505,205,1.3645,0.6075,0.3025,353
14,1,685,0.54,215,1.7025,664,0.3655,0.4735
10,0,685,0.52,165,1519,699,0.3685,0.4
9,1,0.69,0.54,155,1454,624,0.3105,0.39
12,0,0.69,0.53,0.21,1583,0.7355,405,0.3865
9,1,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695
10,0,695,0.56,185,1.74,885,0.3715,0.4375
9,0,0.7,565,0.18,1751,895,0.3355,446
12,0,0.7,575,0.19,2273,1095,418,638
9,1,0.7,525,0.19,1.6465,0.8545,307,0.3995
9,1,705,0.55,0.17,1219,0.6395,236,301
11,1,0.71,0.56,0.18,1652,735,381,0.4525
12,0,715,0.55,0.19,2.0045,1.0465,407,0.5075
10,0,715,535,0.19,1.6755,889,313,0.42
10,1,0.72,0.58,195,2103,1.0265,0.48,0.5375
10,1,0.72,0.55,0.2,1.9965,0.9035,469,0.5215
8,0,0.72,565,145,1187,691,0.1945,0.2685
12,0,725,505,185,1978,1026,0.4255,0.4505
12,1,0.73,575,185,1.8795,931,0.38,0.4825
11,0,735,585,185,2124,952,0.55,0.5
11,0,745,565,215,1931,896,0.4585,0.5
11,1,0.75,0.57,0.21,2236,1109,0.5195,545
11,1,755,625,0.21,2505,1.1965,513,0.6785
10,0,755,0.58,205,2.0065,0.8295,0.4015,595
11,1,0.78,0.63,215,2657,1488,0.4985,586
6,2,185,375,0.12,0.4645,196,0.1045,0.15
4,2,245,205,0.06,0.0765,34,14,0.0215
5,2,0.25,185,65,0.0685,0.0295,14,0.0225
5,2,0.25,0.19,65,0.0835,39,15,25
6,2,275,195,0.09,0.1125,0.0545,0.0295,0.0355
5,2,305,215,65,0.1075,44,0.0205,38
5,2,0.31,225,0.07,0.1055,435,15,0.04
5,2,315,0.23,0.08,0.1375,0.0545,31,0.0445
5,2,315,0.23,0.07,0.1145,46,0.0235,0.0385
6,2,325,225,75,139,0.0565,32,0.09
7,2,0.33,0.25,95,0.2085,102,0.0395,52
5,2,0.33,205,95,0.1595,77,32,0.0435
7,2,335,245,0.09,0.2015,96,0.0405,48
6,2,0.34,0.25,0.09,179,0.0775,33,55
6,2,345,255,95,0.1945,0.0925,37,55
5,2,345,255,85,0.2005,105,37,0.05
6,2,0.35,0.27,75,215,0.1,36,65
8,2,0.35,255,0.09,0.1785,0.0855,0.0305,0.0525
4,2,0.36,0.27,85,196,0.0875,35,64
6,2,365,0.27,85,0.1875,81,42,58
7,2,365,0.27,85,196,0.0825,0.0375,0.06
7,2,365,265,85,213,0.0945,49,0.06
7,2,0.37,0.29,0.09,0.2445,89,0.0655,75
6,2,0.37,0.28,85,217,0.1095,35,62
5,2,375,0.29,95,213,96,41,61
7,2,375,0.29,85,0.2385,118,45,0.0695
6,2,375,275,0.09,218,93,0.0405,0.0755
6,2,375,275,95,0.2465,0.11,0.0415,0.0775
8,2,375,0.28,0.08,0.2025,0.0825,48,65
7,2,375,0.27,85,218,0.0945,39,0.07
6,2,0.38,275,0.11,256,0.11,0.0535,0.0755
8,2,0.38,0.27,0.08,0.2105,0.0865,42,0.07
9,2,385,0.29,0.09,0.2615,111,0.0595,0.0745
8,2,385,0.28,85,0.2175,97,38,67
7,2,385,0.3,95,302,152,0.0615,0.0735
5,2,385,0.28,0.09,228,0.1025,42,0.0655
7,2,0.39,0.3,95,0.3265,0.1665,0.0575,89
8,2,395,305,105,284,0.1135,0.0595,0.0945
8,2,395,295,95,0.2725,115,0.0625,85
5,2,395,0.27,0.1,0.2985,0.1445,61,82
5,2,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765
6,2,405,285,0.09,0.2645,0.1265,0.0505,75
7,2,0.41,335,0.11,0.33,157,0.0705,0.17
6,2,0.42,305,0.09,328,168,0.0615,82
7,2,425,325,0.11,0.3335,173,45,0.1
7,2,425,0.32,0.1,0.3055,126,0.06,106
7,2,425,0.31,0.09,301,0.1385,65,0.08
8,2,0.43,0.34,0,428,0.2065,86,115
8,2,0.43,315,95,378,175,0.08,0.1045
7,2,435,315,0.11,0.3685,0.1615,0.0715,0.12
9,2,0.44,0.34,0.12,438,0.2115,83,0.12
9,2,0.45,0.33,105,448,208,89,0.12
8,2,455,345,105,0.4005,164,0.0755,126
8,1,455,365,115,0.4305,184,108,0.1245
8,2,455,0.33,0.1,372,358,0.0775,0.11
7,2,0.46,0.36,105,466,0.2225,99,0.11
9,2,0.46,0.35,105,0.3705,0.1575,77,114
8,1,0.46,365,125,0.4785,206,0.1045,141
11,2,465,0.34,0.11,346,0.1425,73,113
8,2,0.47,365,0.1,411,175,0.0855,135
8,2,0.47,355,0.18,0.48,0.2055,105,0.1505
8,2,0.47,355,0.12,393,167,0.0885,115
8,2,475,355,0.1,0.5035,0.2535,91,0.14
8,2,475,0.38,0.12,441,0.1785,0.0885,0.1505
8,2,475,0.36,0.11,492,211,0.11,0.15
9,2,0.48,0.37,125,0.5435,244,101,165
8,2,0.48,355,115,0.4725,0.2065,112,132
8,2,0.48,365,0.1,461,0.2205,0.0835,135
8,2,495,355,0.12,0.4965,214,0.1045,0.1495
7,2,495,0.38,0.13,0.5125,0.2185,116,0.16
8,0,495,395,0.12,553,224,0.1375,167
9,2,0.5,0.38,135,594,0.2945,104,0.1565
9,0,0.5,0.42,135,0.6765,302,0.1415,0.2065
9,2,0.5,375,145,0.5795,239,0.1375,185
9,2,0.5,0.41,0.14,0.6615,0.2585,0.1625,196
7,2,0.5,375,125,0.5695,259,124,157
9,2,0.5,395,0.14,0.6215,0.2925,0.1205,195
8,2,505,405,0.13,0.6015,0.3015,0.11,0.18
7,2,505,0.38,0.12,594,0.2595,0.1435,0.18
8,2,505,395,105,551,248,103,171
7,2,515,0.38,0.12,625,0.3265,0.1295,0.16
13,2,515,0.42,135,711,337,144,205
9,2,515,0.4,135,0.6965,0.32,0.1255,175
10,2,0.52,0.4,0.13,0.5825,233,0.1365,0.18
9,2,0.52,395,125,663,0.3005,131,0.1905
9,2,525,0.4,125,0.6965,369,0.1385,164
9,0,525,0.42,155,842,428,0.1415,0.2045
9,2,0.53,415,0.13,694,0.3905,111,167
10,2,0.53,0.42,155,0.81,0.4725,111,192
9,2,0.53,415,0.11,0.5745,0.2525,0.1235,189
9,2,0.53,425,0.13,0.7675,419,0.1205,0.21
9,2,535,0.4,135,0.6025,0.2895,121,154
8,2,535,415,0.15,0.5765,0.3595,135,225
9,1,535,0.41,0.13,0.7145,335,144,0.2075
9,0,535,435,0.15,717,0.3475,0.1445,194
10,1,0.54,0.42,145,0.8655,0.4315,163,0.2175
9,2,0.54,0.42,0.14,0.7265,0.3205,0.1445,229
8,2,545,435,135,0.7715,372,148,227
9,1,545,445,0.15,0.8,0.3535,163,207
10,2,545,0.43,0.15,0.7285,302,0.1315,0.2545
8,2,545,405,135,0.5945,0.27,0.1185,185
11,2,0.55,0.43,145,0.7895,0.3745,171,223
9,1,0.55,405,125,651,0.2965,137,0.2
9,0,0.55,0.43,0.15,0.8745,413,0.1905,248
10,2,0.55,435,0.14,0.7535,0.3285,0.1555,0.2325
9,2,0.55,425,135,0.7305,0.3325,0.1545,215
9,0,555,0.44,0.14,0.8705,407,156,255
10,2,555,0.43,155,0.7395,0.3135,0.1435,0.28
9,2,555,0.43,0.14,0.7665,341,165,0.23
9,2,555,425,145,0.7905,0.3485,0.1765,225
9,2,0.56,425,135,0.8205,0.3715,185,236
9,2,0.56,425,145,688,0.3095,0.1305,0.2165
10,1,0.56,445,155,1224,0.5565,0.3225,0.2695
9,2,0.56,455,145,974,547,0.1615,235
11,2,565,0.44,175,0.8735,414,0.21,0.21
8,1,565,0.45,145,0.8495,0.4215,0.1685,225
8,0,565,445,0.15,796,0.3635,184,219
11,0,565,0.39,125,744,352,0.13,0.1685
10,2,0.57,0.45,145,751,0.2825,0.2195,0.2215
8,2,0.57,0.45,135,794,0.3815,0.1415,245
9,1,0.57,0.46,135,0.9795,397,0.2525,0.2655
10,0,0.57,435,0.17,873,382,183,0.2705
10,2,0.57,0.44,0.13,0.7665,347,0.1785,202
9,0,0.57,435,125,0.8965,383,0.1835,275
10,1,575,0.42,135,857,461,147,0.2125
9,1,575,0.48,165,1078,511,0.2095,306
10,0,575,0.46,155,892,0.4415,176,0.22
10,0,0.58,0.46,155,1.4395,0.6715,273,0.2955
10,0,0.58,455,135,0.7955,405,167,204
8,1,0.58,445,0.15,858,0.4,156,253
9,0,585,465,155,0.9145,0.4555,0.1965,235
10,0,585,0.49,185,1171,522,0.2535,335
10,2,585,475,0.16,1.0505,0.48,234,285
10,0,585,0.46,165,1.1135,0.5825,0.2345,274
10,0,585,0.47,165,1409,0.8,229,295
10,0,585,475,0.15,1065,0.5315,199,0.2885
8,0,585,0.45,0.18,0.7995,336,0.1855,237
9,2,0.59,445,135,0.7715,328,0.1745,0.23
9,0,0.59,0.47,0.18,1187,0.5985,227,0.31
10,0,0.59,455,155,0.8855,388,188,275
10,1,595,465,0.15,0.98,0.4115,196,0.2255
12,1,595,465,155,1026,0.4645,112,305
10,0,0.6,475,0.17,1.1315,508,272,309
11,0,0.6,0.48,155,1014,451,0.1885,325
10,2,0.6,475,0.15,1.12,565,0.2465,0.27
11,1,0.6,465,155,1.04,0.4755,0.25,0.28
10,1,0.6,455,145,0.8895,419,0.1715,269
11,0,0.6,0.46,155,0.9595,0.4455,189,295
11,2,605,485,0.15,1238,0.6315,226,0.33
10,0,605,0.49,0.14,0.9755,419,206,315
11,2,605,435,0.13,0.9025,432,174,0.26
9,1,605,475,175,1076,463,0.2195,335
12,1,605,0.47,0.16,1.0835,0.5405,0.2215,275
10,0,0.61,0.45,0.15,871,407,0.1835,0.25
12,0,0.61,0.48,165,1244,0.6345,257,305
10,0,0.61,475,0.17,1.0265,435,0.2335,0.3035
9,2,0.61,465,0.15,0.9605,0.4495,0.1725,286
10,0,0.61,0.48,0.17,1137,0.4565,0.29,347
10,0,0.61,0.46,0.16,1,494,197,275
10,1,615,475,155,1004,0.4475,193,0.2895
10,0,615,0.47,165,1128,0.4465,0.2195,0.34
10,0,615,0.5,0.17,1054,0.4845,228,295
12,1,615,475,165,1023,0.4905,0.1955,0.3035
10,0,615,475,0.17,1129,0.4795,302,0.3
9,0,615,0.48,175,1118,446,0.3195,0.3
10,1,615,475,155,1115,484,0.2115,355
10,0,0.62,0.51,175,1.2815,0.5715,0.2385,0.39
12,0,0.62,495,0.18,1.2555,0.5765,254,355
10,1,0.62,0.5,0.15,1293,596,0.3135,354
10,1,0.62,475,0.16,1.1295,463,0.2685,0.33
9,0,625,455,0.17,1082,0.4955,0.2345,315
11,1,625,505,175,1.15,0.5475,256,0.3045
9,1,625,515,0.16,1264,0.5715,326,321
12,1,625,0.48,155,1.2035,0.5865,239,0.3185
9,1,0.63,485,0.17,1.3205,0.5945,345,345
11,2,0.63,505,0.18,1272,0.6025,295,315
12,0,0.63,485,145,1062,0.5065,0.1785,0.3365
10,2,0.63,475,145,1.0605,0.5165,0.2195,0.28
12,0,0.63,495,0.16,1093,497,221,315
10,0,635,0.49,0.16,1101,534,0.1865,0.3455
9,1,635,0.5,165,1.4595,705,0.2645,0.39
9,1,635,495,175,1211,707,0.2725,323
10,0,635,475,0.17,1.1935,0.5205,0.2695,0.3665
10,0,635,0.51,155,986,405,0.2255,0.31
15,0,0.64,565,0.23,1521,644,372,406
10,0,0.64,525,0.18,1.3135,0.4865,0.2995,0.4075
11,0,645,0.51,0.16,1.1835,556,0.2385,345
10,0,645,0.5,195,1401,0.6165,0.3515,0.3725
11,0,645,525,0.16,1.5075,0.7455,245,0.4325
11,1,0.65,505,165,1.16,0.4785,274,349
11,1,0.65,0.59,0.22,1662,0.77,378,435
11,0,0.65,525,175,1.5365,0.6865,0.3585,405
9,0,0.65,0.51,0.19,1542,0.7155,0.3735,375
10,1,0.65,0.51,0.17,1567,0.7245,349,391
10,1,655,525,0.19,1.3595,564,0.3215,0.3985
13,0,655,535,205,1.6445,0.7305,0.3595,0.46
10,1,655,0.52,0.19,1.4545,0.6,0.3865,383
10,0,655,0.49,175,1.3585,0.6395,294,365
10,1,0.66,495,0.21,1548,724,0.3525,0.3925
10,1,0.66,515,0.17,1337,615,0.3125,0.3575
10,1,665,0.53,0.18,1491,0.6345,342,435
11,1,0.67,0.53,225,1.5615,0.63,487,0.3725
10,1,0.67,505,175,1.0145,0.4375,271,0.3745
13,0,675,545,185,1.7375,876,0.3135,469
9,0,685,545,205,1.7925,0.8145,416,461
11,1,695,565,0.19,1.7635,0.7465,399,0.4975
12,1,0.7,545,0.13,1556,0.6725,374,195
10,0,705,565,515,2.21,1.1075,0.4865,512
11,0,705,555,215,2141,1.0465,383,528
12,1,705,0.57,0.18,1.5345,0.96,0.4195,0.43
11,1,0.71,0.55,0.17,1614,743,345,0.45
13,1,0.72,575,0.17,1.9335,913,389,0.51
12,0,0.72,575,215,2173,0.9515,564,0.5365
11,1,725,0.6,0.2,1737,697,0.3585,595
11,1,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52
12,1,735,565,205,2.1275,949,0.46,565
9,1,745,0.57,215,2.25,1.1565,446,558
14,1,0.75,0.61,235,2.5085,1232,519,612
14,1,815,0.65,0.25,2255,0.8905,0.42,0.7975
3,2,0.14,105,35,14,0.0055,0.0025,4
4,2,0.23,165,0.06,0.0515,19,0.0145,36
7,2,365,265,135,0.2215,105,47,0.0605
5,2,365,255,0.08,0.1985,0.0785,0.0345,53
6,2,0.37,0.27,95,232,0.1325,41,0.0615
7,2,375,0.28,85,0.3155,187,46,67
5,2,385,0.3,0.09,247,0.1225,44,0.0675
5,2,395,295,0.09,0.3025,143,0.0665,0.0765
6,2,0.4,0.29,0.11,329,188,0.0455,0.0825
7,2,0.4,0.3,0.09,0.2815,0.1185,61,0.08
8,2,405,0.31,95,0.3425,0.1785,64,0.0855
7,2,405,0.29,0.09,0.2825,112,75,0.0815
6,2,405,0.3,105,304,0.1455,61,0.0805
5,2,0.41,0.32,95,0.2905,141,63,73
9,0,415,315,115,0.3895,0.2015,65,103
6,2,425,0.34,105,389,0.2015,0.0905,88
6,2,0.43,0.34,105,0.4405,0.2385,0.0745,0.1075
5,2,0.44,0.34,105,369,164,0.08,0.1015
8,0,0.44,0.32,0.12,0.4565,0.2435,92,0.1025
9,2,0.44,365,0.11,0.4465,213,89,0.1135
6,0,0.45,335,125,0.4475,0.2165,126,0.11
7,2,455,335,135,501,274,0.0995,0.1065
8,2,0.46,355,0.11,436,0.1975,96,125
9,2,0.47,345,0.14,0.4615,229,0.1105,116
6,2,0.47,0.35,125,0.4315,0.19,0.1165,0.1175
6,2,0.47,355,0.12,0.3685,126,0.0835,0.1365
8,0,475,0.37,125,649,347,136,142
7,2,475,365,115,459,0.2175,93,0.1165
7,1,475,365,115,566,281,117,0.1335
7,2,0.48,0.36,125,542,0.2795,0.1025,147
6,2,485,0.38,0.12,0.4725,0.2075,0.1075,147
8,0,485,0.39,85,0.6435,0.2945,103,198
6,0,485,0.37,0.13,526,0.2485,105,0.1555
7,1,495,0.38,0.12,573,0.2655,0.1285,144
9,0,505,385,105,0.5525,239,0.1245,0.1555
9,1,505,0.38,135,0.6855,361,0.1565,161
8,2,515,395,125,556,0.2695,96,0.17
8,0,515,425,145,0.9365,497,181,0.2185
7,2,515,0.4,125,0.5625,0.25,0.1245,0.17
8,0,0.52,0.4,125,559,254,139,149
8,0,525,0.4,0.14,0.7205,0.3685,145,0.1735
9,2,0.53,0.43,0.13,0.7045,346,0.1415,189
8,0,0.53,0.4,125,0.7575,398,151,175
9,1,545,0.41,0.14,0.7405,0.3565,0.1775,203
8,1,0.55,0.43,0.14,0.84,375,218,0.1945
9,0,0.55,425,0.16,793,343,0.2035,215
8,1,0.56,0.43,0.15,0.8745,453,161,0.22
9,1,0.56,435,0.15,0.8715,0.4755,0.1835,0.1835
8,0,0.57,445,0.15,0.9875,504,207,249
9,0,575,465,0.15,1.08,595,0.2065,238
8,0,575,0.46,165,0.9155,0.4005,0.2465,0.2385
9,1,0.58,0.46,175,1165,0.65,0.2205,0.3055
9,1,0.58,435,0.14,953,475,0.2165,0.2095
8,0,585,455,0.15,906,0.4095,0.23,0.2335
8,0,0.59,0.44,0.15,0.8725,387,215,245
9,1,0.59,465,0.15,1151,613,239,0.2515
8,1,0.59,0.46,145,0.9905,453,0.2205,275
9,1,595,455,0.16,1.04,452,0.2655,288
8,0,0.6,455,155,945,0.4365,0.2085,0.25
9,0,0.6,465,0.2,1259,0.6405,0.1985,357
11,1,605,485,165,0.9515,0.4535,193,0.2765
9,1,605,485,0.16,1201,417,0.2875,0.38
9,1,605,515,0.17,1289,0.6,0.2945,0.3315
11,1,0.61,485,0.17,1.1005,0.5125,229,305
8,2,615,475,0.13,0.8425,353,0.1915,251
10,0,0.62,485,155,1049,462,231,0.25
8,1,0.62,435,155,1012,477,236,275
9,0,0.62,0.48,165,1.0725,0.4815,235,312
10,0,625,0.52,175,1.4105,691,322,0.3465
11,0,625,0.47,0.18,1136,451,0.3245,305
9,0,0.63,0.47,145,1.1005,0.52,0.26,276
10,1,0.63,0.5,175,1.1105,467,268,329
9,0,0.63,455,0.15,1.1315,481,0.2745,305
11,0,0.63,0.48,0.15,1271,0.6605,0.2425,0.31
10,1,0.63,0.49,225,1336,0.6805,259,0.3245
10,1,635,505,145,1.1345,505,0.2655,315
8,0,635,0.51,185,1308,544,318,377
9,1,0.64,515,205,1.5335,0.6635,0.3345,0.4025
10,1,645,515,175,1546,0.7035,365,415
11,0,645,0.51,155,1539,0.6405,0.3585,0.43
11,1,645,505,165,1318,0.55,0.3015,335
10,1,0.65,545,175,1.5245,0.59,326,495
10,0,0.65,515,175,1466,677,0.3045,0.4
9,1,0.65,0.5,0.16,1.3825,702,304,0.3195
8,0,0.65,485,0.14,1175,475,0.2435,215
11,1,655,0.54,215,1.5555,695,296,444
11,0,655,0.51,215,1.7835,0.8885,0.4095,0.4195
10,0,0.66,505,165,1374,589,351,345
10,1,665,515,0.18,1389,0.5945,324,395
11,0,0.67,545,0.2,1.7025,833,374,0.41
10,0,0.67,0.51,175,1.5265,651,0.4475,345
10,0,0.67,0.5,0.19,1519,616,388,415
12,1,0.68,0.5,185,1741,0.7665,0.3255,0.4685
11,0,0.68,515,0.17,1.6115,0.8415,306,395
12,0,0.69,525,0.2,1.7825,0.9165,0.3325,461
11,1,0.7,0.55,0.17,1684,0.7535,0.3265,0.32
11,0,0.7,555,0.2,1858,0.73,0.3665,595
10,0,705,0.56,165,1675,797,0.4095,388
12,0,0.72,565,0.2,2.1055,1017,363,494
13,0,725,575,0.24,2.21,1351,413,0.5015
10,0,0.74,0.57,0.18,1.8725,0.9115,427,446
11,0,0.75,0.55,0.18,1893,942,397,445
5,2,0.21,0.17,45,0.0475,19,11,13
5,2,285,0.21,55,101,0.0415,17,0.0335
6,2,295,215,0.07,121,47,0.0155,0.0405
